公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1109 - 信大水泥,董事會通過,1,102/05/10,102/06/28,"385,383,292","87,811,387","451,900,799","291,920,510",0.38,0,"159,980,289",0,0,0,"3,951,512","790,303",0,,,無,,新台幣                 10.0000元
1110 - 東泥,股東會確認,1,,102/06/24,"4,067,491","68,672,137","67,261,511","10,061,432",0.1,0,"57,200,079",0,0,0,"1,787,502","595,834",0,0,0,無,,新台幣                 10.0000元
1110 - 東泥,董事會通過,1,102/03/25,102/06/24,"4,067,491","68,672,137","67,261,511","10,061,432",0.1,0,"57,200,079",0,0,0,"1,787,502","595,834",0,,,無,,新台幣                 10.0000元
1201 - 味全公司,股東會確認,1,,102/06/25,"1,271,459,762","755,713,594","2,560,605,376","2,256,967,628",0.6,0,"303,637,748",0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1201 - 味全公司,董事會通過,1,102/03/28,102/06/25,"1,903,812,580","755,713,594","2,560,605,376","2,256,967,628",0.6,0,"303,637,748",0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1203 - 味王公司,股東會確認,1,,102/06/20,"72,235,881","100,303,094","134,723,304","62,723,304",0.3,0,"72,000,000",0,0,0,"3,870,968","1,548,387",0,0,0,無,,新台幣                 10.0000元
1203 - 味王公司,董事會通過,1,102/03/27,102/06/20,"72,235,881","100,303,094","134,723,304","62,723,304",0.3,0,"72,000,000",0,0,0,"3,870,968","1,548,387",0,,,無,,新台幣                 10.0000元
1210 - 大成長城,股東會確認,1,,102/06/11,"984,257,764","734,004,575","1,644,861,881","965,113,223",1.2,0,"679,748,658",0,0,0,"15,000,000","15,000,000",0,0,0,無,,新台幣                 10.0000元
1210 - 大成長城,董事會通過,1,102/03/28,102/06/11,"984,257,764","734,004,575","1,644,861,881","965,113,223",1.2,0,"679,748,658",0,0,0,"15,000,000","15,000,000",0,,,無,,新台幣                 10.0000元
1213 - 大飲,股東會確認,1,,102/05/30,"37,114,104","11,438,208","47,005,047","47,005,047",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
1213 - 大飲,董事會通過,1,102/03/26,102/05/30,"37,114,104","11,438,208","47,005,047","47,005,047",0,0,0,0,0,0,"534,813","106,962",0,,,無,,新台幣                 10.0000元
1215 - 卜蜂企業,股東會確認,1,,102/06/21,"245,564,006","308,632,278","523,333,057","337,711,587",0.8,0,"185,621,470",0,0,0,0,"2,809,000",0,0,0,無,,新台幣                 10.0000元
1215 - 卜蜂企業,董事會通過,1,102/05/06,102/06/21,"245,564,006","308,632,278","523,333,057","337,711,587",0.8,0,"185,621,470",0,0,0,0,"2,809,000",0,,,無,,新台幣                 10.0000元
1216 - 統一,股東會確認,1,,102/06/25,"2,177,010,115","12,407,339,659","13,343,615,808","3,618,666,776",1.4,0,"6,807,464,322",0.6,0,"291,748,471","223,332,114","1,017,561,122",0,0,0,無,,新台幣                 10.0000元
1216 - 統一,董事會通過,1,102/03/28,102/06/25,"2,177,010,115","12,407,339,659","13,343,615,808","3,618,666,776",1.4,0,"6,807,464,322",0.6,0,"291,748,471","223,332,114","1,017,561,122",0,,,無,,新台幣                 10.0000元
1217 - 愛之味,股東會確認,1,,102/06/28,"34,117,887","51,104,187",0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1217 - 愛之味,董事會通過,1,102/03/26,102/06/28,"34,117,887","51,104,187","63,755,566",0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1218 - 泰山企業,股東會確認,1,,102/06/20,"20,884,683","-209,885,274","-122,252,478","-122,252,478",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
1218 - 泰山企業,董事會通過,1,102/03/28,102/06/20,"20,884,683","-209,885,274","-189,034,429","-122,252,478",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1219 - 福壽實業,股東會確認,1,,102/06/18,"235,468,729","-57,704,352","177,764,377","85,650,187",0.1,0,"30,704,730",0.2,0,"6,140,946",0,0,0,0,0,無,,新台幣                 10.0000元
1219 - 福壽實業,董事會通過,1,102/04/19,102/06/18,"235,468,729","-57,704,352","177,764,377","85,650,187",0.1,0,"30,704,730",0.2,0,"6,140,946",0,0,0,,,無,,新台幣                 10.0000元
1220 - 台榮,股東會確認,1,,102/06/18,"-25,354,569","143,327,613","106,175,740","35,344,562",0.4,0,"70,831,178",0,0,0,"5,308,787","5,308,787",0,0,0,無,,新台幣                 10.0000元
1220 - 台榮,董事會通過,1,102/03/25,102/06/18,"-25,354,569","143,327,613","106,175,740","44,198,460",0.35,0,"61,977,280",0,0,0,"5,308,787","5,308,787",0,,,無,,新台幣                 10.0000元
1225 - 福懋油,股東會確認,1,,102/06/25,"13,003,011","39,722,030","48,752,838","11,271,627",0.2,0.2,"74,962,422",0,0,0,"2,082,290","2,082,290",0,0,0,無,,新台幣                 10.0000元
1225 - 福懋油,董事會通過,1,102/03/25,102/06/25,"13,003,011","39,722,030","48,752,838","11,271,627",0.2,0.2,"74,962,422",0,0,0,"2,082,290","2,082,290",0,,,無,,新台幣                 10.0000元
1227 - 佳格,股東會確認,1,,102/06/14,"541,916,686","2,238,062,336","2,779,979,022","544,032,214",2,0,"1,149,794,614",1.5,0,"86,234,596","20,142,560","28,199,586",0,0,0,無,,新台幣                 10.0000元
1227 - 佳格,董事會通過,1,102/04/23,102/06/14,"541,916,686","2,238,062,336","2,779,979,022","544,032,214",2,0,"1,149,794,614",1.5,0,"86,234,596","20,142,560","28,199,586",0,,,無,,新台幣                 10.0000元
1229 - 聯華實業,股東會確認,1,,102/06/25,"3,775,724,150","1,576,159,902","5,193,575,074","4,341,147,030",1,0,"852,428,044",0,0,0,"8,000,000","28,370,878",0,0,0,無,,新台幣                 10.0000元
1229 - 聯華實業,董事會通過,1,102/05/13,102/06/25,"3,775,724,150","1,576,159,902","5,193,575,074","4,341,147,030",1,0,"852,428,044",0,0,0,"8,000,000","28,370,878",0,,,無,,新台幣                 10.0000元
1231 - 聯華食品,股東會確認,1,,102/06/21,"467,613,562","367,156,738","759,157,390","514,261,350",1.2,0,"146,937,620",0.8,0,"9,795,842","5,830,876","5,830,877",0,0,0,無,,新台幣                 10.0000元
1231 - 聯華食品,董事會通過,1,102/03/22,102/06/21,"467,613,562","367,156,738","759,157,390","514,261,350",1.2,0,"146,937,620",0.8,0,"9,795,842","5,830,876","5,830,877",0,,,無,,新台幣                 10.0000元
1232 - 大統益,股東會確認,1,,102/06/11,"184,520,721","443,581,229","639,420,545","191,490,783",2.8,0,"447,929,762",0,0,0,"9,097,996","9,097,996",0,0,,無,,新台幣                 10.0000元
1232 - 大統益,董事會通過,1,102/03/18,102/06/11,"184,520,721","443,581,229","639,420,545","191,490,783",2.8,0,"447,929,762",0,0,0,"9,097,996","9,097,996",0,,,無,,新台幣                 10.0000元
1233 - 天仁,股東會確認,1,,102/06/17,"16,943,162","231,646,515","225,765,419","17,403,939",2.3,0,"208,361,480",0,0,0,"5,483,197","5,483,197",0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1233 - 天仁,董事會通過,1,102/03/12,102/06/17,"16,943,162","231,646,515","225,765,419","17,403,939",2.3,0,"208,361,480",0,0,0,"5,483,197","5,483,197",0,,,無,,新台幣                 10.0000元
1234 - 黑松,股東會確認,1,,102/06/25,"732,279,702","8,113,523,643","8,034,450,981","6,694,880,668",2.5,0,"1,339,570,313",0,0,0,"41,861,573","13,953,857",0,0,,無,,新台幣                 10.0000元
1234 - 黑松,董事會通過,1,102/03/20,102/06/25,"732,279,702","8,113,523,643","8,034,450,981","6,694,880,668",2.5,0,"1,339,570,313",0,0,0,"41,861,573","13,953,857",0,,,無,,新台幣                 10.0000元
1235 - 興泰,股東會確認,1,,102/06/10,"23,396,962","14,409,533","36,365,542","36,365,542",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
1235 - 興泰,董事會通過,1,102/04/25,102/06/10,"23,396,962","14,409,533","36,365,542","36,365,542",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1236 - 宏亞食品,股東會確認,1,,102/06/18,"80,852,591","138,931,783","151,151,886","75,312,129",0.7,0,"75,839,757",0,0,0,"1,613,612","3,227,224",0,0,0,無,,新台幣                 10.0000元
1236 - 宏亞食品,董事會通過,1,102/03/27,102/06/18,"80,852,591","138,931,783","151,151,886","75,312,129",0.7,0,"75,839,757",0,0,0,"1,613,612","3,227,224",0,,,無,,新台幣                 10.0000元
1256 - 鮮活果汁-KY,股東會確認,1,,102/06/04,"82,833,344","93,017,172","166,548,799","131,268,799",2,0,"35,280,000",0,0,0,"920,000","4,580,000",0,0,,無,,新台幣                 10.0000元
1256 - 鮮活果汁-KY,董事會通過,1,102/03/15,102/06/04,"82,833,344","93,017,172","83,715,455","131,268,799",2,0,"35,280,000",0,0,0,"920,000","4,580,000",0,,,無,,新台幣                 10.0000元
1301 - 台塑,股東會確認,1,,102/06/14,"24,275,608,105","14,662,520,003","37,471,876,108","27,678,428,752",1.2,0,"7,345,085,516",0.4,0,"244,836,184",0,"13,153,022",0,0,0,無,,新台幣                 10.0000元
1301 - 台塑,董事會通過,1,102/05/03,102/06/14,"24,275,608,105","14,662,520,003","37,471,876,108","27,678,428,752",1.2,0,"7,345,085,516",0.4,0,"244,836,184",0,"13,153,022",0,,,無,,新台幣                 10.0000元
1303 - 南亞塑膠,股東會確認,1,,102/06/24,"3,800,505,244","4,216,030,052","7,594,932,291","4,454,012,850",0.3,0,"2,355,689,581",0.1,0,"78,522,986",0,"13,643,958",0,0,0,無,,新台幣                 10.0000元
1303 - 南亞塑膠,董事會通過,1,102/05/14,102/06/24,"3,800,505,244","4,216,030,052","7,594,932,291","4,454,012,850",0.3,0,"2,355,689,581",0.1,0,"78,522,986",0,"13,643,958",0,,,無,,新台幣                 10.0000元
1304 - 台聚,股東會確認,1,,102/06/10,"1,650,514,676","1,659,794,187","3,144,331,652","2,001,729,287",1,0,"1,142,602,365",0,0,0,"5,000,000","1,800,000",0,0,0,無,,新台幣                 10.0000元
1304 - 台聚,董事會通過,1,102/03/21,102/06/10,"1,650,514,676","1,659,794,187","3,144,331,652","2,001,729,287",1,0,"1,142,602,365",0,0,0,"5,000,000","1,800,000",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1305 - 華夏,股東會確認,1,,102/06/13,"-20,503,854","797,519,894","699,312,330","274,508,809",0.4,0,"169,921,411",0.6,0,"25,488,211",0,"6,993,123",0,0,,無,,新台幣                 10.0000元
1305 - 華夏,董事會通過,1,102/03/20,102/06/13,"-20,503,854","797,519,894","699,312,330","274,508,809",0.4,0,"169,921,411",0.6,0,"25,488,211",0,"6,993,123",0,,,無,,新台幣                 10.0000元
1307 - 三芳化工,股東會確認,1,,102/06/17,"597,709,137","707,396,634","1,619,965,961","1,019,090,331",1.4,0,"494,838,750",0.3,0,"10,603,688","19,099,709","31,832,849",0,0,0,無,,新台幣                 10.0000元
1307 - 三芳化工,董事會通過,1,102/03/14,102/06/17,"597,709,137","707,396,634","1,619,965,961","1,019,090,331",1.4,0,"494,838,750",0.3,0,"10,603,688","19,099,709","31,832,849",0,,,無,,新台幣                 10.0000元
1308 - 亞聚,股東會確認,1,,102/06/10,"1,141,637,038","618,262,374","1,698,073,004","1,228,396,069",1,0,"469,676,935",0,0,0,0,"5,565,000",0,0,,無,,新台幣                 10.0000元
1308 - 亞聚,董事會通過,1,102/03/20,102/06/10,"1,141,637,038","618,262,374","1,698,073,004","1,228,396,069",1,0,"469,676,935",0,0,0,0,"5,565,000",0,,,無,,新台幣                 10.0000元
1309 - 台達化工,股東會確認,1,,102/06/13,"166,860,598","-63,747,048","103,113,504","103,113,504",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1309 - 台達化工,董事會通過,1,102/03/20,102/06/13,"166,860,598","-63,747,048","103,113,504","103,113,504",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1310 - 台苯,股東會確認,1,,102/06/25,"-776,071,893","-440,427,605","-567,091,359","-567,091,359",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1310 - 台苯,董事會通過,1,102/03/29,102/06/25,"-776,071,893","-440,427,605","-567,091,359","-567,091,359",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1312 - 國喬石化,股東會確認,1,,102/06/07,"1,196,607,435","1,741,391,293","2,663,121,588","1,724,501,260",1,0,"906,620,328",0,0,0,"29,330,263","14,665,132",0,0,0,無,,新台幣                 10.0000元
1312 - 國喬石化,董事會通過,1,102/04/19,102/06/07,"1,196,607,435","1,741,391,293","2,663,121,588","1,724,501,260",1,0,"906,620,328",0,0,0,"29,330,263","14,665,132",0,,,無,,新台幣                 10.0000元
1312A - 國喬特,股東會確認,1,,102/06/07,"1,196,607,435","1,741,391,293","2,663,121,588","1,724,501,260",1.6,0,"32,000,000",0,0,0,"29,330,263","14,665,132",0,0,0,無,,
1312A - 國喬特,董事會通過,1,102/04/19,102/06/07,"1,196,607,435","1,741,391,293","2,663,121,588","1,724,501,260",1.6,0,"32,000,000",0,0,0,"29,330,263","14,665,132",0,,,無,,
1313 - 聯成,股東會確認,1,,102/06/17,"2,193,255,435","1,209,272,032","3,281,600,264","2,157,523,180",0.8,0,"899,261,674",0.2,0,"22,481,541","9,000,000","21,000,000",0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1313 - 聯成,董事會通過,1,102/03/27,102/06/17,"2,193,255,435","1,209,272,032","3,281,600,264","2,157,523,180",0.8,0,"899,261,674",0.2,0,"22,481,541","9,000,000","21,000,000",0,,,無,,新台幣                 10.0000元
1314 - 中石化,股東會確認,1,,102/06/28,"435,585,038","1,418,079,205","1,853,664,243","551,861,489",0.5,0,"1,159,994,833",0,0,0,"25,525,426","38,288,139",0,0,0,無,,新台幣                 10.0000元
1314 - 中石化,董事會通過,1,102/04/23,102/06/28,"435,585,038","1,418,079,205","1,853,664,243","551,861,489",0.5,0,"1,159,994,833",0,0,0,"25,525,426","38,288,139",0,,,無,,新台幣                 10.0000元
1315 - 達新工業,股東會確認,1,,102/06/21,"311,311,518","161,714,300","456,858,415","236,858,415",1,0,"220,000,000",0,0,0,"1,111,111","1,111,111",0,0,,無,,新台幣                 10.0000元
1315 - 達新工業,董事會通過,1,102/03/27,102/06/21,"311,311,518","161,714,300","456,858,415","236,858,415",1,0,"220,000,000",0,0,0,"1,111,111","1,111,111",0,,,無,,新台幣                 10.0000元
1316 - 上曜,股東會確認,1,,102/05/07,"-23,849,368","-128,677,995","-152,527,363","-152,527,363",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1316 - 上曜,董事會通過,1,102/03/04,102/05/07,"-23,849,368","-128,677,995","-152,527,363","-152,527,363",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1319 - 東陽,股東會確認,1,,102/06/19,"3,624,135,484","810,565,087","4,199,740,002","3,853,509,523",0.35,0,"201,967,779",0.25,0,"14,426,270","10,819,702","3,606,567",0,0,,無,,新台幣                 10.0000元
1319 - 東陽,董事會通過,1,102/03/21,102/06/19,"3,624,135,484","810,565,087","4,199,740,002","3,853,509,523",0.35,0,"201,967,779",0.25,0,"14,426,270","10,819,702","3,606,567",0,,,無,,新台幣                 10.0000元
1321 - 大洋,股東會確認,1,,102/06/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1321 - 大洋,董事會通過,1,102/03/22,102/06/13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1323 - 永裕,股東會確認,1,,102/06/25,"108,819,371","186,369,866","276,552,250","177,205,793",0.7,0,"57,952,097",0.5,0,"4,139,436","2,207,699","8,830,796",0,0,,無,,新台幣                 10.0000元
1323 - 永裕,董事會通過,1,102/03/26,102/06/25,"108,819,371","186,369,866","276,552,250","177,205,793",0.7,0,"57,952,097",0.5,0,"4,139,436","2,207,699","8,830,796",0,,,無,,新台幣                 10.0000元
1324 - 地球工業,股東會確認,1,,102/06/25,"73,918,571","37,574,611","111,493,182","77,686,967",0.4,0,"30,048,753",0,0,0,"1,023,471","1,023,471",0,0,0,無,,新台幣                 10.0000元
1324 - 地球工業,董事會通過,1,102/03/25,102/06/25,"73,918,571","37,574,611","111,493,182","77,686,967",0.4,0,"30,048,753",0,0,0,"1,023,471","1,023,471",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1325 - 恒大,股東會確認,1,,102/06/28,"385,847,874","74,866,289","453,227,534","407,920,264",0.45,0,"45,307,270",0,0,0,"888,378","1,776,756",0,0,0,無,,新台幣                 10.0000元
1325 - 恒大,董事會通過,1,102/03/28,102/06/28,"385,847,874","74,866,289","460,714,163","407,920,264",0.45,0,"45,307,270",0,0,0,"888,378","1,776,756",0,,,無,,新台幣                 10.0000元
1326 - 台化,股東會確認,1,,102/06/17,"17,827,415,369","7,094,255,797","24,212,245,586","18,806,297,065",0.65,0,"3,698,806,891",0.3,0,"170,714,163",0,"9,716,000",0,0,0,無,,新台幣                 10.0000元
1326 - 台化,董事會通過,1,102/05/07,102/06/17,"17,827,415,369","7,094,255,797","24,212,245,586","18,806,297,065",0.65,0,"3,698,806,891",0.3,0,"170,714,163",0,"9,716,000",0,,,無,,新台幣                 10.0000元
1337 - 再生-KY,股東會確認,1,,102/06/10,"1,276,640,212","1,500,951,962","2,627,496,978","1,751,036,978",3.6,0,"631,051,200",1.4,0,"24,540,880","9,035,670","18,071,340",0,0,,無,,新台幣                 10.0000元
1337 - 再生-KY,董事會通過,1,102/03/18,102/06/10,"1,276,640,212","1,500,951,962","2,627,496,978","1,751,036,978",3.6,0,"631,051,200",1.4,0,"24,540,880","9,035,670","18,071,340",0,,,無,,新台幣                 10.0000元
1338 - 廣華-KY,股東會確認,1,,102/05/24,"926,546,540","314,236,963","1,170,965,876","993,465,876",1.5,0,"106,500,000",1,0,"7,100,000","2,343,400","7,030,200",0,0,0,無,,新台幣                 10.0000元
1338 - 廣華-KY,董事會通過,1,102/03/21,102/05/24,"926,546,540","314,236,963","1,170,965,876","993,465,876",1.5,0,"106,500,000",1,0,"7,100,000","2,343,400","7,030,200",0,,,無,,新台幣                 10.0000元
1339 - 昭輝,股東會確認,1,,102/06/10,"282,335,922","168,526,432","434,009,711","335,120,898",1.5,0,"98,888,813",0,0,0,"2,275,107","3,033,476",0,0,0,無,,新台幣                 10.0000元
1339 - 昭輝,董事會通過,1,102/03/13,102/06/10,"282,335,922","168,526,432","434,009,711","335,120,898",1.5,,"98,888,813",0,0,0,"2,275,107","3,033,476",0,,,無,,新台幣                 10.0000元
1340 - 勝悅-KY,股東會確認,1,,102/04/30,0,"97,482,363","97,482,363","97,482,363",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
