公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1215 - 卜蜂企業,董事會通過,1,104/04/22,104/06/17,"308,805,687","782,892,416","1,020,178,365","532,922,005",1,0,"243,628,180",1,0,"24,362,818",0,"7,115,000",0,,,無,,新台幣                 10.0000元
1216 - 統一,股東會確認,1,,104/06/26,"1,207,179,022","11,122,830,462","11,180,958,008","1,346,700,549",1.4,0,"7,648,866,909",0.4,0,"218,539,055","199,475,580","971,108,690",0,0,,無,,新台幣                 10.0000元
1216 - 統一,董事會通過,1,104/03/26,104/06/26,"1,207,179,022","11,122,830,462","11,180,958,008","1,346,700,549",1.4,0,"7,648,866,909",0.4,0,"218,539,055","199,475,580","971,108,690",0,,,無,,新台幣                 10.0000元
1217 - 愛之味,股東會確認,1,,104/06/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1217 - 愛之味,董事會通過,1,104/03/26,104/06/25,"-220,932,362","-357,793,982",0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1218 - 泰山企業,股東會確認,1,,104/06/16,"-277,791,486","67,716,905","-220,729,818","-220,729,818",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
1218 - 泰山企業,董事會通過,1,104/03/27,104/06/16,"-277,791,486","67,716,905","-220,729,818","-220,729,818",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1219 - 福壽實業,股東會確認,1,,104/06/16,"61,658,199","134,453,520","168,433,883","55,686,119",0.18,0,"56,373,884",0.18,0,"5,637,388","6,005,348","1,201,070",0,0,0,無,,新台幣                 10.0000元
1219 - 福壽實業,董事會通過,1,104/04/29,104/06/16,0,0,0,0,0.18,0,"56,373,884",0.18,0,"5,637,388","6,005,348","1,201,070",0,,,無,,新台幣                 10.0000元
1220 - 台榮,股東會確認,1,,104/06/15,"45,578,605","53,469,481","93,701,138","40,577,755",0.3,0,"53,123,383",0,0,0,"2,406,126","2,406,127",0,0,0,無,,新台幣                 10.0000元
1220 - 台榮,董事會通過,1,104/03/20,104/06/15,"45,578,605","53,469,481","93,701,138","40,577,755",0.3,0,"53,123,383",0,0,0,"2,406,126","2,406,127",0,,,無,,新台幣                 10.0000元
1225 - 福懋油,股東會確認,1,,104/06/25,"15,458,851","45,069,160","60,615,983","5,940,220",0.25,0,"54,675,763",0,0,0,"3,037,542","3,037,542",0,0,,無,,新台幣                 10.0000元
1225 - 福懋油,董事會通過,1,104/03/27,104/06/25,"15,458,851","45,069,160","60,615,983","5,940,220",0.25,0,"54,675,763",0,0,0,"3,037,542","3,037,542",0,,,無,,新台幣                 10.0000元
1227 - 佳格,股東會確認,1,,104/06/26,"487,390,667","2,075,850,757","2,540,558,952","459,326,068",1.6,0,"1,153,014,038",1,0,"72,063,377","18,682,656","26,155,720",0,0,,無,,新台幣                 10.0000元
1227 - 佳格,董事會通過,1,104/05/08,104/06/26,"487,390,667","2,075,850,757","2,540,558,952","459,326,068",1.6,0,"1,153,014,038",1,0,"72,063,377","18,682,656","26,155,720",0,,,無,,新台幣                 10.0000元
1229 - 聯華實業,股東會確認,1,,104/06/25,"4,965,883,731","1,718,863,829","6,490,869,700","4,952,700,779",1.4,0,"1,196,353,611",0.4,0,"34,181,531","8,100,000","15,469,774",0,0,,無,,新台幣                 10.0000元
1229 - 聯華實業,董事會通過,1,104/05/13,104/06/25,"4,965,883,731","1,718,863,829","6,490,869,700","4,952,700,779",1.4,0,"1,196,353,611",0.4,0,"34,181,531","8,100,000","15,469,774",0,,,無,,新台幣                 10.0000元
1231 - 聯華食品,股東會確認,1,,104/06/25,"433,989,612","222,808,886","621,972,458","488,670,648",0.9,0,"133,301,810",0,0,0,"4,010,553","4,010,567",0,0,,無,,新台幣                 10.0000元
1231 - 聯華食品,董事會通過,1,104/03/25,104/06/25,"433,989,612","222,808,886","621,972,458","488,670,648",0.9,0,"133,301,810",0,0,0,"4,010,553","4,010,567",0,,,無,,新台幣                 10.0000元
1232 - 大統益,股東會確認,1,,104/06/29,"140,116,838","987,440,767","1,037,374,003","237,499,428",5,0,"799,874,575",0,0,0,"17,945,143","17,945,143",0,0,0,無,,新台幣                 10.0000元
1232 - 大統益,董事會通過,1,104/03/19,104/06/29,"140,116,838","987,440,767","1,037,374,003","237,499,428",5,0,"799,874,575",0,0,0,"17,945,143","17,945,143",0,,,無,,新台幣                 10.0000元
1233 - 天仁,股東會確認,1,,104/06/15,"903,358","229,781,669","189,323,792","892,540",2.08,0.02,"190,243,091",0,0,0,"4,958,717","4,958,717",0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1233 - 天仁,董事會通過,1,104/03/16,104/06/15,"903,358","229,781,669","189,323,792","892,540",2.08,0.02,"190,243,091",0,0,0,"4,958,717","4,958,717",0,,,無,,新台幣                 10.0000元
1234 - 黑松,股東會確認,1,,104/06/22,"6,261,226,697","394,957,774","6,601,828,797","6,119,583,484",1.2,0,"482,245,313",0,0,0,"15,070,166","5,023,389",0,0,0,無,,新台幣                 10.0000元
1234 - 黑松,董事會通過,1,104/03/24,104/06/22,"6,261,226,697","394,957,774","6,601,828,797","6,119,583,484",1.2,0,"482,245,313",0,0,0,"15,070,166","5,023,389",0,,,無,,新台幣                 10.0000元
1235 - 興泰,股東會確認,1,,104/06/08,"7,011,954","52,340,829","49,170,451","4,235,391",0,0,0,0.8,0,"4,493,506","2,442,123","1,465,274",0,0,0,無,,新台幣                 10.0000元
1235 - 興泰,董事會通過,1,104/04/20,104/06/08,"7,011,954","52,340,829","49,170,451","4,235,391",0,0,0,0.8,0,"4,493,506","2,442,123","1,465,274",0,,,無,,新台幣                 10.0000元
1236 - 宏亞食品,股東會確認,1,,104/06/02,"82,251,575","167,464,057","230,076,449","89,231,186",1.3,0,"140,845,263",0,0,0,"2,996,708","5,993,415",0,0,0,無,,新台幣                 10.0000元
1236 - 宏亞食品,董事會通過,1,104/03/11,104/06/02,"82,251,575","167,464,057","230,076,449","89,231,186",1.3,0,"140,845,263",0,0,0,"2,996,708","5,993,415",0,,,無,,新台幣                 10.0000元
1256 - 鮮活果汁-KY,股東會確認,1,,104/06/12,"167,317,406","243,236,912","386,230,627","225,706,627",5.5,0,"135,828,000",1,0,"2,469,600","2,356,000","3,534,000",0,0,0,無,,新台幣                 10.0000元
1256 - 鮮活果汁-KY,董事會通過,1,104/03/02,104/06/12,"167,317,406","243,236,912","386,230,627","225,706,627",5.5,0,"135,828,000",1,0,"2,469,600","2,356,000","3,534,000",0,,,無,,新台幣                 10.0000元
1262 - 綠悅-KY,股東會確認,1,,104/06/26,"465,978,242","1,538,076,720","1,850,247,290","1,478,997,290",2.5,0,"371,250,000",0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1262 - 綠悅-KY,董事會通過,1,104/05/13,104/06/26,"465,978,242","1,538,076,720","1,850,247,290","1,478,997,290",2.5,0,"371,250,000",0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1301 - 台塑,股東會確認,1,,104/06/25,"28,814,693,434","17,993,433,839","40,380,085,904","29,558,326,576",1.7,0,"10,821,759,328",0,0,0,0,"26,686,326",0,0,0,無,,新台幣                 10.0000元
1301 - 台塑,董事會通過,1,104/03/24,104/06/25,"28,814,693,434","17,993,433,839","40,380,085,904","29,558,326,576",1.7,0,"10,821,759,328",0,0,0,0,"26,686,326",0,,,無,,新台幣                 10.0000元
1303 - 南亞塑膠,股東會確認,1,,104/06/23,"4,603,676,735","31,785,279,034","29,685,744,147","11,444,854,492",2.3,0,"18,240,889,655",0,0,0,0,"38,442,214",0,0,0,無,,新台幣                 10.0000元
1303 - 南亞塑膠,董事會通過,1,104/03/25,104/06/23,"4,603,676,735","31,785,279,034","29,685,744,147","11,444,854,492",2.3,0,"18,240,889,655",0,0,0,0,"38,442,214",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1304 - 台聚,股東會確認,1,,104/06/02,"2,028,511,751","640,838,605","2,588,399,634","2,131,358,688",0.4,0,"457,040,946",0,0,0,"5,500,000","577,000",0,0,0,無,,新台幣                 10.0000元
1304 - 台聚,董事會通過,1,104/03/12,104/06/02,"2,028,511,751","640,838,605","2,588,399,634","2,131,358,688",0.4,0,"457,040,946",0,0,0,"5,500,000","577,000",0,,,無,,新台幣                 10.0000元
1305 - 華夏,股東會確認,1,,104/06/09,"407,756,560","118,906,252","490,412,898","396,752,216",0.2,0,"93,660,682",0,0,0,0,"1,070,156",0,0,,無,,新台幣                 10.0000元
1305 - 華夏,董事會通過,1,104/03/11,104/06/09,"407,756,560","118,906,252","490,412,898","396,752,216",0.2,0,"93,660,682",0,0,0,0,"1,070,156",0,,,無,,新台幣                 10.0000元
1307 - 三芳化工,股東會確認,1,,104/06/09,"1,140,519,966","969,759,281","2,036,547,324","1,324,082,015",1.6,0,"599,970,779",0.3,0,"11,249,453","26,183,501","43,639,168",0,0,0,無,,新台幣                 10.0000元
1307 - 三芳化工,董事會通過,1,104/03/10,104/06/09,"1,140,519,966","969,759,281","2,036,547,324","1,324,082,015",1.6,0,"599,970,779",0.3,0,"11,249,453","26,183,501","43,639,168",0,,,無,,新台幣                 10.0000元
1308 - 亞聚,股東會確認,1,,104/06/02,"1,229,187,902","499,932,615","1,681,842,456","1,306,100,916",0.3,0,"140,903,080",0.5,0,"23,483,846",0,"4,500,000",0,0,,無,,新台幣                 10.0000元
1308 - 亞聚,董事會通過,1,104/03/11,104/06/02,"1,229,187,902","499,932,615","1,681,842,456","1,306,100,916",0.3,0,"140,903,080",0.5,0,"23,483,846",0,"4,500,000",0,,,無,,新台幣                 10.0000元
1309 - 台達化工,股東會確認,1,,104/06/09,"117,439,821","-631,186,552","-423,484,074","-423,484,074",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1309 - 台達化工,董事會通過,1,104/03/11,104/06/09,"117,439,821","-631,186,552","-423,484,074","-423,484,074",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1310 - 台苯,股東會確認,1,,104/06/11,"222,943,685","-38,455,664",0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1310 - 台苯,董事會通過,1,104/03/23,104/06/11,"222,943,685","-38,455,664",0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1312 - 國喬石化,股東會確認,1,,104/06/12,"2,783,828,778","292,518,058","2,941,778,092","2,651,791,994",0.3,0,"271,986,098",0,0,0,"4,373,194","2,186,597",0,0,0,無,,新台幣                 10.0000元
1312 - 國喬石化,董事會通過,1,104/04/28,104/06/12,0,0,0,0,0.3,0,"271,986,098",0,0,0,"4,373,194","2,186,597",0,,,無,,新台幣                 10.0000元
1312A - 國喬特,股東會確認,1,,104/06/12,"2,783,828,778","292,518,058","2,941,778,092","2,651,791,994",0.9,0,"18,000,000",0,0,0,"4,373,194","2,186,597",0,0,0,無,,
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1312A - 國喬特,董事會通過,1,104/04/28,104/06/12,0,0,0,0,0.9,0,"18,000,000",0,0,0,"4,373,194","2,186,597",0,,,無,,
1313 - 聯成,股東會確認,1,,104/06/23,"2,324,384,495","-243,252,107","1,994,999,492","1,763,582,077",0.2,0,"231,417,415",0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1313 - 聯成,董事會通過,1,104/03/19,104/06/23,"2,238,251,599","-243,252,107","1,994,999,492","1,763,582,077",0.2,0,"231,417,415",0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1314 - 中石化,股東會確認,1,,104/06/25,0,"304,449,767",0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1314 - 中石化,董事會通過,1,104/04/29,104/06/25,0,"304,449,767",0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1315 - 達新工業,股東會確認,1,,104/06/17,"174,289,074","235,660,289","384,265,095","166,465,095",1.1,0,"217,800,000",0,0,0,"1,100,000","1,100,000",0,0,0,無,,新台幣                 10.0000元
1315 - 達新工業,董事會通過,1,104/03/26,104/06/17,"174,289,074","235,660,289","384,265,095","166,465,095",1.1,0,"217,800,000",0,0,0,"1,100,000","1,100,000",0,,,無,,新台幣                 10.0000元
1316 - 上曜,股東會確認,1,,104/06/23,"-416,614,214","-43,466,300","-460,957,784","-460,957,784",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1316 - 上曜,董事會通過,1,104/03/18,104/06/23,"-416,614,214","-43,466,300","-460,957,784","-460,957,784",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1319 - 東陽,股東會確認,1,,104/06/18,"4,322,877,830","909,885,928","5,096,589,084","4,658,896,054",0.74,0,"437,693,030",0,0,0,"13,677,907","4,559,302",0,0,,無,,新台幣                 10.0000元
1319 - 東陽,董事會通過,1,104/03/24,104/06/18,"4,322,877,830","909,885,928","5,096,589,084","4,658,896,054",0.74,0,"437,693,030",0,0,0,"13,677,907","4,559,302",0,,,無,,新台幣                 10.0000元
1321 - 大洋,股東會確認,1,,104/06/11,"-118,159,549","-145,024,812","-272,565,302","-272,565,302",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1321 - 大洋,董事會通過,1,104/03/19,104/06/11,"-118,159","-145,025","-272,565","-272,565",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1323 - 永裕,股東會確認,1,,104/06/24,"235,288,651","273,626,167","446,833,651","282,539,454",1.8,0,"164,294,197",0,0,0,"3,650,982","14,603,929",0,0,0,無,,新台幣                 10.0000元
1323 - 永裕,董事會通過,1,104/03/26,104/06/24,"235,288,651","273,626,167","446,833,651","282,539,454",1.8,0,"164,294,197",0,0,0,"3,650,982","14,603,929",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1324 - 地球工業,股東會確認,1,,104/06/30,"5,119,597","43,053,800","29,338,754","6,802,189",0.3,0,"22,536,565",0,0,0,"1,221,496","1,221,496",0,0,0,無,,新台幣                 10.0000元
1324 - 地球工業,董事會通過,1,104/03/27,104/06/30,"5,119,597","43,053,800","29,338,754","6,802,189",0.3,0,"22,536,565",0,0,0,"1,221,496","1,221,496",0,,,無,,新台幣                 10.0000元
1325 - 恒大,股東會確認,1,,104/06/15,"407,463,162","58,797,318","456,218,459","411,069,589",0.45,0,"45,148,870",0,0,0,"885,272","1,770,544",0,0,0,無,,新台幣                 10.0000元
1325 - 恒大,董事會通過,1,104/03/26,104/06/15,"407,463,162","58,797,318","456,218,459","411,069,589",0.45,0,"45,148,870",0,0,0,"885,272","1,770,544",0,,,無,,新台幣                 10.0000元
1326 - 台化,股東會確認,1,,104/06/16,"23,810,328,785","10,530,287,771","33,287,587,779","26,254,164,230",1.2,0,"7,033,423,549",0,0,0,0,"24,257,154",0,0,,無,,新台幣                 10.0000元
1326 - 台化,董事會通過,1,104/03/20,104/06/16,"23,810,328,785","10,530,287,771","33,287,587,779","26,254,164,230",1.2,0,"7,033,423,549",0,0,0,0,"24,257,154",0,,,無,,新台幣                 10.0000元
1337 - 再生-KY,股東會確認,1,,104/06/10,"2,210,121,781","1,133,135,297","3,213,040,187","3,105,613,688",0.044,0,"10,992,479",0.386,0,"9,643,402","1,112,954",0,"2,225,913","115,932",1.18791,無,,新台幣                 10.0000元
1337 - 再生-KY,董事會通過,1,104/03/20,104/06/10,"2,210,121,781","1,133,135,297","3,213,040,187","3,105,613,688",0.044,0,"10,992,479",0.386,0,"9,643,402","1,112,954",0,"2,225,913",,,無,,新台幣                 10.0000元
1338 - 廣華-KY,股東會確認,1,,104/06/05,"1,254,313,645","632,734,030","1,823,774,272","1,513,566,272",3.7,0,"310,208,000",0,0,0,"3,937,120","17,224,900",0,0,0,無,,新台幣                 10.0000元
1338 - 廣華-KY,董事會通過,1,104/03/20,104/06/05,"1,254,313,645","632,734,030","1,823,774,272","1,513,566,272",3.7,0,"310,208,000",0,0,0,"3,937,120","17,224,900",0,,,無,,新台幣                 10.0000元
1339 - 昭輝,股東會確認,1,,104/06/15,"428,156,265","301,331,623","699,072,937","547,221,187",2,0,"151,851,750",0,0,0,"4,067,977","5,423,969",0,0,,無,,新台幣                 10.0000元
1339 - 昭輝,董事會通過,1,104/03/26,104/06/15,"428,156,265","301,331,623","699,072,937","547,221,187",2,0,"151,851,750",0,0,0,"4,067,977","5,423,969",0,,,無,,新台幣                 10.0000元
