公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1215 - 卜蜂企業,董事會通過,1,106/04/18,106/06/15,"597,764,583","1,261,795,478","1,727,619,608","923,646,614",3,0,"803,972,994",0,0,0,新台幣                 10.0000元
1216 - 統一,股東會確認,1,,106/06/21,"2,335,048,242","14,526,718,715","14,877,118,890","2,944,886,506",2.1,0,"11,932,232,384",0,0,0,新台幣                 10.0000元
1216 - 統一,董事會通過,1,106/03/29,106/06/21,"2,335,048,242","14,526,718,715","14,877,118,890","2,944,886,506",2.1,0,"11,932,232,384",0,0,0,新台幣                 10.0000元
1217 - 愛之味,股東會確認,1,,106/06/28,0,"103,262,363",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1217 - 愛之味,董事會通過,1,106/03/28,106/06/28,0,"103,262,363",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1218 - 泰山企業,股東會確認,1,,106/06/22,"-165,808,435","121,362,108","-91,296,439","-91,296,439",0,0,0,0,0,0,新台幣                 10.0000元
1218 - 泰山企業,董事會通過,1,106/03/28,106/06/22,"-165,808,435","121,362,108","-91,296,439","-91,296,439",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1219 - 福壽實業,股東會確認,1,,106/06/20,"39,565,379","156,017,935","158,472,511","30,942,262",0.3,0,"95,647,689",0.1,0,"3,188,256",新台幣                 10.0000元
1219 - 福壽實業,董事會通過,1,106/05/10,106/06/20,"39,565,379","156,017,935","158,472,511","30,942,262",0.3,0,"95,647,689",0.1,0,"3,188,256",新台幣                 10.0000元
1220 - 台榮,股東會確認,1,,106/06/14,"54,681,380","164,782,850","210,975,902","95,875,238",0.65,0,"115,100,664",0,0,0,新台幣                 10.0000元
1220 - 台榮,董事會通過,1,106/03/20,106/06/14,"54,681,380","164,782,850","210,975,902","95,875,238",0.65,0,"115,100,664",0,0,0,新台幣                 10.0000元
1225 - 福懋油,股東會確認,1,,106/06/22,"289,616,674","385,207,318","631,370,517","357,991,703",1.25,0,"273,378,814",0,0,0,新台幣                 10.0000元
1225 - 福懋油,董事會通過,1,106/03/27,106/06/22,"289,616,674","385,207,318","631,370,517","357,991,703",1.25,0,"273,378,814",0,0,0,新台幣                 10.0000元
1227 - 佳格,股東會確認,1,,106/06/22,"709,556,979","2,606,543,365","2,973,648,666","1,174,833,753",1.6,0,"1,407,830,140",0.4,0,"35,195,754",新台幣                 10.0000元
1227 - 佳格,董事會通過,1,106/03/24,106/06/22,"709,556,979","2,606,543,365","2,973,648,666","1,174,833,753",1.6,0,"1,407,830,140",0.4,0,"35,195,754",新台幣                 10.0000元
1229 - 聯華實業,股東會確認,1,,106/06/26,"4,957,722,225","2,154,247,873","6,870,273,362","4,957,303,940",1.6,0,"1,457,500,512",0.5,0,"45,546,891",新台幣                 10.0000元
1229 - 聯華實業,董事會通過,1,106/03/29,106/06/26,"4,957,722,225","2,154,247,873","6,870,273,362","4,957,303,940",1.6,0,"1,457,500,512",0.5,0,"45,546,891",新台幣                 10.0000元
1231 - 聯華食品,股東會確認,1,,106/06/16,"545,011,065","469,665,971","928,585,115","591,983,235",1.75,0,"267,751,500",0.45,0,"6,885,038",新台幣                 10.0000元
1231 - 聯華食品,董事會通過,1,106/03/23,106/06/16,"545,011,065","469,665,971","928,585,115","591,983,235",1.75,0,"267,751,500",0.45,0,"6,885,038",新台幣                 10.0000元
1232 - 大統益,股東會確認,1,,106/06/14,"272,612,220","892,058,990","1,079,189,460","279,314,885",5,0,"799,874,575",0,0,0,新台幣                 10.0000元
1232 - 大統益,董事會通過,1,106/03/21,106/06/14,"272,612,220","892,058,990","1,079,189,460","279,314,885",5,0,"799,874,575",0,0,0,新台幣                 10.0000元
1233 - 天仁,股東會確認,1,,106/06/14,"2,671,952","168,872,949","137,304,232","1,416,310",1.5,0.1,"144,947,117",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1233 - 天仁,董事會通過,1,106/03/17,106/06/14,"2,671,952","168,872,949","137,304,232","1,416,310",1.5,0.1,"144,947,117",0,0,0,新台幣                 10.0000元
1234 - 黑松,股東會確認,1,,106/06/22,"6,058,975,844","1,106,089,515","7,020,587,998","6,216,845,810",2,0,"803,742,188",0,0,0,新台幣                 10.0000元
1234 - 黑松,董事會通過,1,106/03/24,106/06/22,"6,058,975,844","1,106,089,515","7,020,587,998","6,216,845,810",2,0,"803,742,188",0,0,0,新台幣                 10.0000元
1235 - 興泰,股東會確認,1,,106/06/19,"48,481,339","223,775,010","253,902,544","253,902,544",0,0,0,0,0,0,新台幣                 10.0000元
1235 - 興泰,董事會通過,1,106/03/27,106/06/19,"48,481,339","223,775,010","253,902,544","253,902,544",0,0,0,0,0,0,新台幣                 10.0000元
1236 - 宏亞食品,股東會確認,1,,106/06/22,"107,552,583","77,355,825","177,410,576","144,907,823",0.3,0,"32,502,753",0,0,0,新台幣                 10.0000元
1236 - 宏亞食品,董事會通過,1,106/02/21,106/06/22,"107,552,583","77,355,825","177,410,576","144,907,823",0.3,0,"32,502,753",0,0,0,新台幣                 10.0000元
1256 - 鮮活果汁-KY,股東會確認,1,,106/05/03,"302,762,353","226,825,504","475,259,846","361,164,326",4.2,0,"114,095,520",0,0,0,新台幣                 10.0000元
1256 - 鮮活果汁-KY,董事會通過,1,106/03/17,106/05/03,"302,762,353","226,825,504","475,259,846","361,164,326",4.2,0,"114,095,520",0,0,0,新台幣                 10.0000元
1262 - 綠悅-KY,股東會確認,1,,106/06/16,"2,140,688,709","1,825,209,430","3,281,372,087","3,115,052,087",0.12,0,"17,820,000",1,0,"14,850,000",新台幣                 10.0000元
1262 - 綠悅-KY,董事會通過,1,106/05/05,106/05/05,"2,140,688,709","1,825,209,430","3,281,372,087","3,115,052,087",0.12,0,"17,820,000",1,0,"14,850,000",新台幣                 10.0000元
1301 - 台塑,股東會確認,1,,106/06/13,"29,785,708,226","39,392,542,975","59,200,281,618","29,917,874,025",4.6,0,"29,282,407,593",0,0,0,新台幣                 10.0000元
1301 - 台塑,董事會通過,1,106/03/23,106/06/13,"29,785,708,226","39,392,542,975","59,200,281,618","29,917,874,025",4.6,0,"29,282,407,593",0,0,0,新台幣                 10.0000元
1303 - 南亞塑膠,股東會確認,1,,106/06/20,"10,281,613,978","48,840,267,056","46,490,208,912","10,801,511,761",4.5,0,"35,688,697,151",0,0,0,新台幣                 10.0000元
1303 - 南亞塑膠,董事會通過,1,106/03/24,106/06/20,"10,281,613,978","48,840,267,056","46,490,208,912","10,801,511,761",4.5,0,"35,688,697,151",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1304 - 台聚,股東會確認,1,,106/06/08,"2,252,743,544","1,189,569,962","3,284,746,664","2,484,925,012",0.5,0,"571,301,182",0.2,0,"22,852,047",新台幣                 10.0000元
1304 - 台聚,董事會通過,1,106/03/16,106/06/08,"2,252,743,544","1,189,569,962","3,284,746,664","2,484,925,012",0.5,0,"571,301,182",0.2,0,"22,852,047",新台幣                 10.0000元
1305 - 華夏,股東會確認,1,,106/06/08,"518,310,042","1,443,125,210","1,755,236,266","799,897,317",1.7,0,"812,038,109",0.3,0,"14,330,084",新台幣                 10.0000元
1305 - 華夏,董事會通過,1,106/03/14,106/06/08,"518,310,042","1,443,125,210","1,755,236,266","799,897,317",1.7,0,"812,038,109",0.3,0,"14,330,084",新台幣                 10.0000元
1307 - 三芳化工,股東會確認,1,,106/06/08,"1,549,738,198","1,243,979,425","2,664,548,624","1,789,348,746",2.2,0,"875,199,878",0,0,0,新台幣                 10.0000元
1307 - 三芳化工,董事會通過,1,106/03/09,106/06/08,"1,549,738,198","1,243,979,425","2,664,548,624","1,789,348,746",2.2,0,"875,199,878",0,0,0,新台幣                 10.0000元
1308 - 亞聚,股東會確認,1,,106/06/08,"1,389,271,569","665,824,798","1,959,707,947","1,506,986,360",0.6,0,"301,814,397",0.3,0,"15,090,719",新台幣                 10.0000元
1308 - 亞聚,董事會通過,1,106/03/14,106/06/08,"1,389,271,569","665,824,798","1,959,707,947","1,506,986,360",0.6,0,"301,814,397",0.3,0,"15,090,719",新台幣                 10.0000元
1309 - 台達化工,股東會確認,1,,106/06/16,"-377,174,191","120,877,379","-289,878,771","-289,878,771",0,0,0,0,0,0,新台幣                 10.0000元
1309 - 台達化工,董事會通過,1,106/03/14,106/06/16,"-377,174,191","120,877,379","-289,878,771","-289,878,771",0,0,0,0,0,0,新台幣                 10.0000元
1310 - 台苯,股東會確認,1,,106/06/01,"128,425,953","1,411,447,958","1,518,053,072","356,739,591",2.2,0,"1,161,313,481",0,0,0,新台幣                 10.0000元
1310 - 台苯,董事會通過,1,106/03/10,106/06/01,"128,425,953","1,411,447,958","1,518,053,072","356,739,591",2.2,0,"1,161,313,481",0,0,0,新台幣                 10.0000元
1312 - 國喬石化,股東會確認,1,,106/06/16,"3,198,564,540","2,400,690,551","5,368,260,055","4,429,639,727",1,0,"906,620,328",0,0,0,新台幣                 10.0000元
1312 - 國喬石化,董事會通過,1,106/03/23,106/06/16,"3,198,564,540","2,400,690,551","5,368,260,055","4,429,639,727",1,0,"906,620,328",0,0,0,新台幣                 10.0000元
1312A - 國喬特,股東會確認,1,,106/06/16,"3,198,564,540","2,400,690,551","5,368,260,055","4,429,639,727",1.6,0,"32,000,000",0,0,0,
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1312A - 國喬特,董事會通過,1,106/03/23,106/06/16,"3,198,564,540","2,400,690,551","5,368,260,055","4,429,639,727",1.6,0,"32,000,000",0,0,0,
1313 - 聯成,股東會確認,1,,106/06/13,"1,338,565,371","1,088,812,750","2,292,468,797","1,329,572,158",0.6,0,"679,691,749",0.25,0,"28,320,489",新台幣                 10.0000元
1313 - 聯成,董事會通過,1,106/03/16,106/06/13,"1,338,565,371","1,088,812,750","2,292,468,797","1,329,572,158",0.6,0,"679,691,749",0.25,0,"28,320,489",新台幣                 10.0000元
1314 - 中石化,股東會確認,1,,106/06/08,0,"-1,869,721,413",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1314 - 中石化,董事會通過,1,106/04/20,106/06/08,0,"-1,869,721,413",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1315 - 達新工業,股東會確認,1,,106/06/23,"204,669,763","303,606,067","447,071,809","229,271,809",1.1,0,"217,800,000",0,0,0,新台幣                 10.0000元
1315 - 達新工業,董事會通過,1,106/03/28,106/06/23,"204,669,763","303,606,067","447,071,809","229,271,809",1.1,0,"217,800,000",0,0,0,新台幣                 10.0000元
1316 - 上曜,股東會確認,1,,106/06/20,"-550,501,600","-122,542,936","-129,844,976","-129,844,976",0,0,0,0,0,0,新台幣                 10.0000元
1316 - 上曜,董事會通過,1,106/03/14,106/06/20,"-550,501,600","-122,542,936","-129,844,976","-129,844,976",0,0,0,0,0,0,新台幣                 10.0000元
1319 - 東陽,股東會確認,1,,106/06/20,"5,268,254,301","2,415,468,695","7,268,244,993","6,014,313,609",2.12,0,"1,253,931,384",0,0,0,新台幣                 10.0000元
1319 - 東陽,董事會通過,1,106/03/24,106/06/20,"5,268,254,301","2,415,468,695","7,268,244,993","6,014,313,609",2.12,0,"1,253,931,384",0,0,0,新台幣                 10.0000元
1321 - 大洋,股東會確認,1,,106/06/13,"-249,240,776","-14,626,011","-313,329,860",0,0,0,0,0,0,0,新台幣                 10.0000元
1321 - 大洋,董事會通過,1,106/03/22,106/06/13,"-249,240,776","-14,626,011","-313,329,860",0,0,0,0,0,0,0,新台幣                 10.0000元
1323 - 永裕,股東會確認,1,,106/06/13,"321,990,251","282,439,974","514,620,516","350,326,319",1.8,0,"164,294,197",0,0,0,新台幣                 10.0000元
1323 - 永裕,董事會通過,1,106/03/09,106/06/13,"321,990,251","282,439,974","514,620,516","350,326,319",1.8,0,"164,294,197",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1324 - 地球工業,股東會確認,1,,106/06/22,"27,909,979","64,945,874","84,336,951","54,288,198",0.4,0,"30,048,753",0,0,0,新台幣                 10.0000元
1324 - 地球工業,董事會通過,1,106/03/16,106/06/22,"27,909,979","64,945,874","84,336,951","54,288,198",0.4,0,"30,048,753",0,0,0,新台幣                 10.0000元
1325 - 恒大,股東會確認,1,,106/06/27,"430,765,538","111,728,328","520,627,288","452,402,329",0.8,0,"68,224,959",0,0,0,新台幣                 10.0000元
1325 - 恒大,董事會通過,1,106/03/27,106/06/27,"430,765,538","111,728,328","520,627,288","452,402,329",0.8,0,"68,224,959",0,0,0,新台幣                 10.0000元
1326 - 台化,股東會確認,1,,106/06/09,"29,256,083,229","43,833,045,398","63,537,259,475","30,714,616,245",5.6,0,"32,822,643,230",0,0,0,新台幣                 10.0000元
1326 - 台化,董事會通過,1,106/03/17,106/06/09,"29,256,083,229","43,833,045,398","63,537,259,475","30,714,616,245",5.6,0,"32,822,643,230",0,0,0,新台幣                 10.0000元
1337 - 再生-KY,股東會確認,1,,106/06/15,"3,327,235,793","406,407,405","3,545,592,190","3,526,861,160",0.00705851,0,"1,873,103",0.06352657,0,"1,685,792",新台幣                 10.0000元
1337 - 再生-KY,董事會通過,1,106/04/29,106/06/15,"3,327,235,793","406,407,405","3,545,592,190","3,526,861,160",0.00705851,0,"1,873,103",0.06352657,0,"1,685,792",新台幣                 10.0000元
1338 - 廣華-KY,股東會確認,1,,106/05/31,"1,757,066,329","685,278,789","2,224,385,119","1,889,025,119",4,0,"335,360,000",0,0,0,新台幣                 10.0000元
1338 - 廣華-KY,董事會通過,1,106/03/21,106/05/31,"1,757,066,329","685,278,789","2,224,385,119","1,889,025,119",4,0,"335,360,000",0,0,0,新台幣                 10.0000元
1339 - 昭輝,股東會確認,1,,106/06/19,"660,391,212","305,935,689","898,629,574","750,351,824",2,0,"148,277,750",0,0,0,新台幣                 10.0000元
1339 - 昭輝,董事會通過,1,106/03/24,106/06/19,"660,391,212","305,935,689","898,629,574","750,351,824",2,0,"148,277,750",0,0,0,新台幣                 10.0000元
1340 - 勝悅-KY,股東會確認,1,,106/06/26,"1,387,571,002","882,091,136","1,923,818,793","1,671,053,739",1.2,0,"137,871,844",1,0,"11,489,321",新台幣                 10.0000元
1340 - 勝悅-KY,董事會通過,1,106/05/08,106/06/26,"1,387,571,002","882,091,136","1,923,818,793","1,671,053,739",1.2,0,"137,871,844",1,0,"11,489,321",新台幣                 10.0000元
1402 - 遠東新,股東會確認,1,,106/06/28,"5,384,529,982","6,307,786,384","8,492,678,929","4,210,378,747",0.8,0,"4,282,300,182",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1402 - 遠東新,董事會通過,1,106/03/23,106/06/28,"5,384,529,982","6,307,786,384","8,492,678,929","4,210,378,747",0.8,0,"4,282,300,182",0,0,0,新台幣                 10.0000元
1409 - 新纖,股東會確認,1,,106/05/26,"2,407,383,438","748,248,087","3,052,527,059","2,647,924,736",0.25,0,"404,602,323",0,0,0,新台幣                 10.0000元
1409 - 新纖,董事會通過,1,106/04/06,106/05/26,"2,407,383,438","748,248,087","3,052,527,059","2,647,924,736",0.25,0,"404,602,323",0,0,0,新台幣                 10.0000元
1410 - 南染,股東會確認,1,,106/06/14,"17,529,049","117,069,383","121,941,229","17,541,229",1.45,0,"104,400,000",0,0,0,新台幣                 10.0000元
1410 - 南染,董事會通過,1,106/03/21,106/06/14,"17,529,049","117,069,383","121,941,229","17,541,229",1.45,0,"104,400,000",0,0,0,新台幣                 10.0000元
1413 - 宏洲纖維,股東會確認,1,,106/06/07,"-479,879,119","-62,605,420","-542,533,600","-542,533,600",0,0,0,0,0,0,新台幣                 10.0000元
1413 - 宏洲纖維,董事會通過,1,106/03/08,106/06/07,"-479,879,119","-62,605,420","-542,533,600","-542,533,600",0,0,0,0,0,0,新台幣                 10.0000元
1414 - 東和,股東會確認,1,,106/06/08,"120,675,771","-3,169,114","118,750,384","74,750,384",0.2,0,"44,000,000",0,0,0,新台幣                 10.0000元
1414 - 東和,董事會通過,1,106/04/26,106/06/08,"120,675,771","-3,169,114","118,750,384","74,750,384",0.2,0,"44,000,000",0,0,0,新台幣                 10.0000元
1416 - 廣豐,股東會確認,1,,106/06/28,"424,291,637","1,135,407,580","1,852,759,893","1,234,952,667",3,0,"617,807,226",0,0,0,新台幣                 10.0000元
1416 - 廣豐,董事會通過,1,106/03/31,106/06/28,"424,291,637","1,135,407,580","1,852,759,893","1,234,952,667",3,0,"617,807,226",0,0,0,新台幣                 10.0000元
1417 - 嘉裕,股東會確認,1,,106/06/14,"-257,270,380","-170,959,473","-432,225,826","-432,225,826",0,0,0,0,0,0,新台幣                 10.0000元
1417 - 嘉裕,董事會通過,1,106/03/22,106/06/14,"-257,270,380","-170,959,473","-432,225,826","-432,225,826",0,0,0,0,0,0,新台幣                 10.0000元
1418 - 東華,股東會確認,1,,106/06/22,"-662,812,276","-181,058,984","-851,001,601",0,0,0,0,0,0,0,新台幣                 10.0000元
1418 - 東華,董事會通過,1,106/03/24,106/06/22,"-662,812,276","-181,058,984","-851,001,601",0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1419 - 新紡,股東會確認,1,,106/05/26,"513,117,790","157,217,718","649,994,437","513,117,705",0.456193,0,"136,876,732",0,0,0,新台幣                 10.0000元
1419 - 新紡,董事會通過,1,106/03/03,106/05/26,"513,117,790","157,217,718","649,994,437","513,117,705",0.456193,0,"136,876,732",0,0,0,新台幣                 10.0000元
1423 - 利華羊毛,股東會確認,1,,106/06/22,"-221,021,797","4,995,240","-218,804,180","-218,804,180",0,0,0,0,0,0,新台幣                 10.0000元
1423 - 利華羊毛,董事會通過,1,106/03/17,106/06/22,"-221,021,797","4,995,240","-218,804,180","-218,804,180",0,0,0,0,0,0,新台幣                 10.0000元
1432 - 大魯閣實業,股東會確認,1,,106/06/20,"-212,184,056","-141,889,140","-354,073,196",0,0,0,0,0,0,0,新台幣                 10.0000元
1432 - 大魯閣實業,董事會通過,1,106/03/30,106/06/20,"-212,184,056","-141,889,140","-354,073,196",0,0,0,0,0,0,0,新台幣                 10.0000元
1434 - 福懋興業,股東會確認,1,,106/06/23,"1,188,755,005","3,481,285,387","3,975,935,158","1,448,938,202",1.5,0,"2,526,996,956",0,0,0,新台幣                 10.0000元
1434 - 福懋興業,董事會通過,1,106/03/17,106/06/23,"1,188,755,005","3,481,285,387","3,975,935,158","1,448,938,202",1.5,0,"2,526,996,956",0,0,0,新台幣                 10.0000元
1435 - 中福國際,股東會確認,1,,106/06/23,"-298,170,000","-6,074,000","-304,244,000","-304,244,000",0,0,0,0,0,0,新台幣                 10.0000元
1435 - 中福國際,董事會通過,1,106/03/07,106/06/23,"-298,170,000","-6,074,000","-304,244,000","-304,244,000",0,0,0,0,0,0,新台幣                 10.0000元
1436 - 華友聯,股東會確認,1,,106/06/22,"710,275,095","43,045,702","749,016,227","673,116,227",1,0,"75,900,000",0,0,0,新台幣                 10.0000元
