公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1213 - 大飲,董事會通過,1,105/03/25,105/05/26,"73,793,245","16,510,369","88,652,577","37,177,467",0,0,0,1,0,"5,147,511",新台幣                 10.0000元
1215 - 卜蜂企業,股東會確認,1,,105/06/17,"532,922,005","687,767,535","1,133,746,579","597,764,583",2,0,"535,981,996",0,0,0,新台幣                 10.0000元
1215 - 卜蜂企業,董事會通過,1,105/04/18,105/06/17,"532,922,005","687,767,535","1,133,746,579","597,764,583",2,0,"535,981,996",0,0,0,新台幣                 10.0000元
1216 - 統一,股東會確認,1,,105/06/22,"1,346,700,549","14,107,838,812","13,699,079,084","2,335,048,242",2,0,"11,364,030,842",0,0,0,新台幣                 10.0000元
1216 - 統一,董事會通過,1,105/03/28,105/06/22,"1,346,700,549","14,107,838,812","13,699,079,084","2,335,048,242",2,0,"11,364,030,842",0,0,0,新台幣                 10.0000元
1217 - 愛之味,股東會確認,1,,105/06/28,0,"48,393,763",0,0,0,0,0,0,0.15,"7,308,079",新台幣                 10.0000元
1217 - 愛之味,董事會通過,1,105/03/25,105/06/28,0,"48,393,763",0,0,0,0,0,0,0.15,"7,308,079",新台幣                 10.0000元
1218 - 泰山企業,股東會確認,1,,105/06/29,"-220,729,818","123,750,414","-165,808,435","-165,808,435",0,0,0,0,0,0,新台幣                 10.0000元
1218 - 泰山企業,董事會通過,1,105/03/30,105/06/29,"-220,729,818","123,750,414","-165,808,435","-165,808,435",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1219 - 福壽實業,股東會確認,1,,105/06/23,"55,686,119","97,626,937","119,271,787","39,565,379",0.25,0,"79,706,408",0,0,0,新台幣                 10.0000元
1219 - 福壽實業,董事會通過,1,105/05/13,105/06/23,"55,686,119","97,626,937","119,271,787","39,565,379",0.25,0,"79,706,408",0,0,0,新台幣                 10.0000元
1220 - 台榮,股東會確認,1,,105/06/14,"37,145,728","119,406,943","144,611,977","56,073,005",0.5,0,"88,538,972",0,0,0,新台幣                 10.0000元
1220 - 台榮,董事會通過,1,105/03/21,105/06/14,"37,145,728","119,406,943","144,611,977","56,073,005",0.5,0,"88,538,972",0,0,0,新台幣                 10.0000元
1225 - 福懋油,股東會確認,1,,105/06/28,"5,940,220","558,316,180","508,319,725","289,616,674",1,0,"218,703,051",0,0,0,新台幣                 10.0000元
1225 - 福懋油,董事會通過,1,105/03/28,105/06/28,"5,940,220","558,316,180","508,319,725","289,616,674",1,0,"218,703,051",0,0,0,新台幣                 10.0000元
1227 - 佳格,股東會確認,1,,105/06/15,"459,326,068","2,730,613,003","2,849,839,281","709,556,979",1.6,0,"1,268,315,442",1.1,0,"87,196,686",新台幣                 10.0000元
1227 - 佳格,董事會通過,1,105/04/28,105/06/15,"459,326,068","2,730,613,003","2,849,839,281","709,556,979",1.6,0,"1,268,315,442",1.1,0,"87,196,686",新台幣                 10.0000元
1229 - 聯華實業,股東會確認,1,,105/06/22,"4,952,700,779","1,416,015,585","6,246,365,965","4,957,722,225",1.2,0,"1,066,463,790",0.25,0,"22,217,995",新台幣                 10.0000元
1229 - 聯華實業,董事會通過,1,105/03/29,105/06/22,"4,952,700,779","1,416,015,585","6,246,365,965","4,957,722,225",1.2,0,"1,066,463,790",0.25,0,"22,217,995",新台幣                 10.0000元
1231 - 聯華食品,股東會確認,1,,105/06/28,"488,670,648","357,446,287","789,397,716","545,011,065",1.32,0,"195,509,321",0.33,0,"4,887,733",新台幣                 10.0000元
1231 - 聯華食品,董事會通過,1,105/03/25,105/06/28,"488,670,648","357,446,287","789,397,716","545,011,065",1.32,0,"195,509,321",0.33,0,"4,887,733",新台幣                 10.0000元
1232 - 大統益,股東會確認,1,,105/06/14,"237,499,428","912,105,571","1,072,486,795","272,612,220",5,0,"799,874,575",0,0,0,新台幣                 10.0000元
1232 - 大統益,董事會通過,1,105/03/22,105/06/14,"237,499,428","912,105,571","1,072,486,795","272,612,220",5,0,"799,874,575",0,0,0,新台幣                 10.0000元
1233 - 天仁,股東會確認,1,,105/06/15,"892,540","209,179,824","183,855,848","2,671,952",2,0,"181,183,896",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1233 - 天仁,董事會通過,1,105/03/14,105/06/15,"892,540","209,179,824","183,855,848","2,671,952",2,0,"181,183,896",0,0,0,新台幣                 10.0000元
1234 - 黑松,股東會確認,1,,105/06/20,"6,119,583,484","620,310,170","6,661,782,485","6,058,975,844",1.5,0,"602,806,641",0,0,0,新台幣                 10.0000元
1234 - 黑松,董事會通過,1,105/03/23,105/06/20,"6,119,583,484","620,310,170","6,661,782,485","6,058,975,844",1.5,0,"602,806,641",0,0,0,新台幣                 10.0000元
1235 - 興泰,股東會確認,1,,105/06/13,"4,235,391","46,937,263","48,481,339","48,481,339",0,0,0,0,0,0,新台幣                 10.0000元
1235 - 興泰,董事會通過,1,105/05/03,105/06/13,"4,235,391","46,937,263","48,481,339","48,481,339",0,0,0,0,0,0,新台幣                 10.0000元
1236 - 宏亞食品,股東會確認,1,,105/06/22,"89,231,186","104,342,950","183,392,340","107,552,583",0.7,0,"75,839,757",0,0,0,新台幣                 10.0000元
1236 - 宏亞食品,董事會通過,1,105/02/24,105/06/22,"89,231,186","104,342,950","183,392,340","107,552,583",0.7,0,"75,839,757",0,0,0,新台幣                 10.0000元
1256 - 鮮活果汁-KY,股東會確認,1,,105/06/07,"225,706,627","210,680,542","415,319,115","306,656,715",4,0,"108,662,400",0,0,0,新台幣                 10.0000元
1256 - 鮮活果汁-KY,董事會通過,1,105/03/11,105/06/07,"225,706,627","210,680,542","415,319,115","306,656,715",4,0,"108,662,400",0,0,0,新台幣                 10.0000元
1262 - 綠悅-KY,股東會確認,1,,105/06/24,"1,478,997,290","1,560,212,688","2,883,188,709","2,140,688,709",5,0,"742,500,000",0,0,0,新台幣                 10.0000元
1262 - 綠悅-KY,董事會通過,1,105/05/11,105/06/24,"1,478,997,290","1,560,212,688","2,883,188,709","2,140,688,709",5,0,"742,500,000",0,0,0,新台幣                 10.0000元
1301 - 台塑,股東會確認,1,,105/06/17,"29,558,326,576","30,877,269,453","52,702,375,038","29,785,708,226",3.6,0,"22,916,666,812",0,0,0,新台幣                 10.0000元
1301 - 台塑,董事會通過,1,105/03/17,105/06/17,"29,558,326,576","30,877,269,453","52,702,375,038","29,785,708,226",3.6,0,"22,916,666,812",0,0,0,新台幣                 10.0000元
1303 - 南亞塑膠,股東會確認,1,,105/06/23,"11,444,854,492","35,721,346,110","36,453,325,222","10,281,613,978",3.3,0,"26,171,711,244",0,0,0,新台幣                 10.0000元
1303 - 南亞塑膠,董事會通過,1,105/03/24,105/06/23,"11,444,854,492","35,721,346,110","36,453,325,222","10,281,613,978",3.3,0,"26,171,711,244",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1304 - 台聚,股東會確認,1,,105/06/08,"2,131,358,688","879,630,724","2,824,044,727","2,252,743,544",0.5,0,"571,301,183",0,0,0,新台幣                 10.0000元
1304 - 台聚,董事會通過,1,105/03/18,105/06/08,"2,131,358,688","879,630,724","2,824,044,727","2,252,743,544",0.5,0,"571,301,183",0,0,0,新台幣                 10.0000元
1305 - 華夏,股東會確認,1,,105/06/13,"396,752,216","767,566,772","1,080,274,130","518,310,042",1,0,"468,303,408",0.2,0,"9,366,068",新台幣                 10.0000元
1305 - 華夏,董事會通過,1,105/03/11,105/06/13,"396,752,216","767,566,772","1,080,274,130","518,310,042",1,0,"468,303,408",0.2,0,"9,366,068",新台幣                 10.0000元
1307 - 三芳化工,股東會確認,1,,105/06/13,"1,324,082,015","1,101,578,350","2,322,200,581","1,549,738,198",1.7,0,"656,593,023",0.3,0,"11,586,936",新台幣                 10.0000元
1307 - 三芳化工,董事會通過,1,105/03/10,105/06/13,"1,324,082,015","1,101,578,350","2,322,200,581","1,549,738,198",1.7,0,"656,593,023",0.3,0,"11,586,936",新台幣                 10.0000元
1308 - 亞聚,股東會確認,1,,105/06/08,"1,306,100,916","531,557,491","1,783,800,187","1,389,271,569",0.6,0,"295,896,468",0.2,0,"9,863,215",新台幣                 10.0000元
1308 - 亞聚,董事會通過,1,105/03/11,105/06/08,"1,306,100,916","531,557,491","1,783,800,187","1,389,271,569",0.6,0,"295,896,468",0.2,0,"9,863,215",新台幣                 10.0000元
1309 - 台達化工,股東會確認,1,,105/06/13,"-423,484,074","67,524,263","-377,174,191","-377,174,191",0,0,0,0,0,0,新台幣                 10.0000元
1309 - 台達化工,董事會通過,1,105/03/11,105/06/13,"-423,484,074","67,524,263","-377,174,191","-377,174,191",0,0,0,0,0,0,新台幣                 10.0000元
1310 - 台苯,股東會確認,1,,105/06/29,0,"693,822,753","656,295,717","128,425,953",1,0,"527,869,764",0,0,0,新台幣                 10.0000元
1310 - 台苯,董事會通過,1,105/03/21,105/06/29,0,"693,822,753","656,295,717","128,425,953",1,0,"527,869,764",0,0,0,新台幣                 10.0000元
1312 - 國喬石化,股東會確認,1,,105/06/14,"2,651,791,994","1,472,319,543","3,951,860,802","3,198,564,540",0.8,0,"725,296,262",0,0,0,新台幣                 10.0000元
1312 - 國喬石化,董事會通過,1,105/03/24,105/06/14,"2,651,791,994","1,472,319,543","3,951,860,802","3,198,564,540",0.8,0,"725,296,262",0,0,0,新台幣                 10.0000元
1312A - 國喬特,股東會確認,1,,105/06/14,"2,651,791,994","1,472,319,543","3,951,860,802","3,198,564,540",1.4,0,"28,000,000",0,0,0,
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1312A - 國喬特,董事會通過,1,105/03/24,105/06/14,"2,651,791,994","1,472,319,543","3,951,860,802","3,198,564,540",1.4,0,"28,000,000",0,0,0,
1313 - 聯成,股東會確認,1,,105/06/14,"1,763,582,077","-172,471,732","1,567,129,286","1,338,565,371",0.2,0,"228,563,915",0,0,0,新台幣                 10.0000元
1313 - 聯成,董事會通過,1,105/03/28,105/06/14,"1,763,582,077","-172,471,732","1,567,129,286","1,338,565,371",0.2,0,"228,563,915",0,0,0,新台幣                 10.0000元
1314 - 中石化,股東會確認,1,,105/06/24,0,"95,530,553",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1314 - 中石化,董事會通過,1,105/04/21,105/06/24,0,"95,530,553",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1315 - 達新工業,股東會確認,1,,105/06/17,"166,465,095","255,695,627","422,469,763","204,669,763",1.1,0,"217,800,000",0,0,0,新台幣                 10.0000元
1315 - 達新工業,董事會通過,1,105/03/28,105/06/17,"166,465,095","255,695,627","422,469,763","204,669,763",1.1,0,"217,800,000",0,0,0,新台幣                 10.0000元
1316 - 上曜,股東會確認,1,,105/06/22,"-460,957,784","-135,457,889","-600,721,902","-600,721,902",0,0,0,0,0,0,新台幣                 10.0000元
1316 - 上曜,董事會通過,1,105/03/23,105/06/22,"-460,957,784","-135,457,889","-600,721,902","-600,721,902",0,0,0,0,0,0,新台幣                 10.0000元
1319 - 東陽,股東會確認,1,,105/06/16,"4,658,896,054","1,695,564,209","6,096,322,196","5,268,254,301",1.4,0,"828,067,895",0,0,0,新台幣                 10.0000元
1319 - 東陽,董事會通過,1,105/03/24,105/06/16,"4,658,896,054","1,695,564,209","6,096,322,196","5,268,254,301",1.4,0,"828,067,895",0,0,0,新台幣                 10.0000元
1321 - 大洋,股東會確認,1,,105/06/13,"-272,565,302","37,129,109","-249,240,776",0,0,0,0,0,0,0,新台幣                 10.0000元
1321 - 大洋,董事會通過,1,105/03/22,105/06/13,"-272,565,302","37,129,109","-249,240,776",0,0,0,0,0,0,0,新台幣                 10.0000元
1323 - 永裕,股東會確認,1,,105/06/06,"279,926,515","231,691,490","463,465,810","321,990,251",1.55,0,"141,475,559",0,0,0,新台幣                 10.0000元
1323 - 永裕,董事會通過,1,105/02/24,105/06/06,"279,926,515","231,691,490","463,465,810","321,990,251",1.55,0,"141,475,559",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1324 - 地球工業,股東會確認,1,,105/06/22,"6,802,189","57,839,944","57,958,733","27,909,979",0.4,0,"30,048,753",0,0,0,新台幣                 10.0000元
1324 - 地球工業,董事會通過,1,105/03/25,105/06/22,"6,802,189","57,839,944","57,958,733","27,909,979",0.4,0,"30,048,753",0,0,0,新台幣                 10.0000元
1325 - 恒大,股東會確認,1,,105/06/27,"411,069,589","100,013,872","500,997,113","430,765,538",0.7,0,"70,231,575",0,0,0,新台幣                 10.0000元
1325 - 恒大,董事會通過,1,105/03/29,105/06/27,"411,069,589","100,013,872","500,997,113","430,765,538",0.7,0,"70,231,575",0,0,0,新台幣                 10.0000元
1326 - 台化,股東會確認,1,,105/06/07,"26,254,164,230","27,578,192,926","49,770,235,248","29,256,083,229",3.5,0,"20,514,152,019",0,0,0,新台幣                 10.0000元
1326 - 台化,董事會通過,1,105/03/16,105/06/07,"26,254,164,230","27,578,192,926","49,770,235,248","29,256,083,230",3.5,0,"20,514,152,018",0,0,0,新台幣                 10.0000元
1337 - 再生-KY,股東會確認,1,,105/06/15,"3,105,613,688","390,462,561","3,457,029,993","3,327,235,793",0.3,0,"77,876,520",0.2,0,"5,191,768",新台幣                 10.0000元
1337 - 再生-KY,董事會通過,1,105/03/08,105/06/15,"3,105,613,688","390,462,561","3,457,029,993","3,327,235,793",0.3,0,"77,876,520",0.2,0,"5,191,768",新台幣                 10.0000元
1338 - 廣華-KY,股東會確認,1,,105/05/27,"1,513,566,272","757,974,344","2,134,346,329","1,757,066,329",4.5,0,"377,280,000",0,0,0,新台幣                 10.0000元
1338 - 廣華-KY,董事會通過,1,105/03/21,105/05/27,"1,513,566,272","757,974,344","2,134,346,329","1,757,066,329",4.5,0,"377,280,000",0,0,0,新台幣                 10.0000元
1339 - 昭輝,股東會確認,1,,105/06/20,"547,221,187","343,647,470","808,668,962","660,391,212",2,0,"148,277,750",0,0,0,新台幣                 10.0000元
1339 - 昭輝,董事會通過,1,105/03/21,105/06/20,"547,221,187","343,647,470","808,668,962","660,391,212",2,0,"148,277,750",0,0,0,新台幣                 10.0000元
1340 - 勝悅-KY,股東會確認,1,,105/06/20,"725,932,380","862,813,139","1,502,464,205","1,387,571,002",1,0,"114,893,203",0,0,0,新台幣                 10.0000元
1340 - 勝悅-KY,董事會通過,1,105/05/09,105/06/20,"725,932,380","862,813,139","1,502,464,205","1,387,571,002",1,0,"114,893,203",0,0,0,新台幣                 10.0000元
1402 - 遠東新,股東會確認,1,,105/06/23,"5,468,723,147","8,034,690,727","10,571,848,209","5,218,972,982",1,0,"5,352,875,227",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1402 - 遠東新,董事會通過,1,105/03/25,105/06/23,"5,468,723,147","8,034,690,727","10,571,848,209","5,218,972,982",1,0,"5,352,875,227",0,0,0,新台幣                 10.0000元
1409 - 新纖,股東會確認,1,,105/05/31,"2,168,666,762","748,988,675","2,811,985,761","2,407,383,438",0.25,0,"404,602,323",0,0,0,新台幣                 10.0000元
1409 - 新纖,董事會通過,1,105/04/15,105/05/31,"2,168,666,762","748,988,675","2,811,985,761","2,407,383,438",0.25,0,"404,602,323",0,0,0,新台幣                 10.0000元
1410 - 南染,股東會確認,1,,105/06/16,"13,531,670","117,752,543","111,129,049","17,529,049",1.3,0,"93,600,000",0,0,0,新台幣                 10.0000元
1410 - 南染,董事會通過,1,105/03/18,105/06/16,"13,531,670","117,752,543","111,129,049","17,529,049",1.3,0,"93,600,000",0,0,0,新台幣                 10.0000元
1413 - 宏洲纖維,股東會確認,1,,105/06/22,"-365,749,060","3,584,721","-479,879,119","-479,879,119",0,0,0,0,0,0,新台幣                 10.0000元
1413 - 宏洲纖維,董事會通過,1,105/02/24,105/06/22,"-365,749,060","3,584,721","-479,879,119","-479,879,119",0,0,0,0,0,0,新台幣                 10.0000元
1414 - 東和,股東會確認,1,,105/06/08,"155,305,377","7,218,072","164,675,771","120,675,771",0.2,0,"44,000,000",0,0,0,新台幣                 10.0000元
1414 - 東和,董事會通過,1,105/04/26,105/06/08,"155,305,377","7,218,072","164,675,771","120,675,771",0.2,0,"44,000,000",0,0,0,新台幣                 10.0000元
1416 - 廣豐,股東會確認,1,,105/06/30,"801,878,018","-35,650,235","767,517,873","424,291,637",1.3,0,"343,226,236",0,0,0,新台幣                 10.0000元
1416 - 廣豐,董事會通過,1,105/03/31,105/06/30,"801,878,018","-35,650,235","767,517,873","503,497,691",1,0,"264,020,182",0,0,0,新台幣                 10.0000元
1417 - 嘉裕,股東會確認,1,,105/06/14,"132,305,655","-384,603,194","-257,270,380","-257,270,380",0,0,0,0,0,0,新台幣                 10.0000元
1417 - 嘉裕,董事會通過,1,105/03/23,105/06/14,"132,305,655","-384,603,194","-257,270,380","-257,270,380",0,0,0,0,0,0,新台幣                 10.0000元
1418 - 東華,股東會確認,1,,105/06/24,"-463,298,541","-180,051,887","-662,812,276",0,0,0,0,0,0,0,新台幣                 10.0000元
1418 - 東華,董事會通過,1,105/03/18,105/06/24,"-463,298,541","-180,051,887","-662,812,276",0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1419 - 新紡,股東會確認,1,,105/06/13,"514,252,297","115,724,448","617,232,114","513,117,790",0.347,0,"104,114,324",0,0,0,新台幣                 10.0000元
1419 - 新紡,董事會通過,1,105/03/21,105/06/13,"514,252,297","115,724,448","617,232,114","513,117,790",0.347,0,"104,114,324",0,0,0,新台幣                 10.0000元
1423 - 利華羊毛,股東會確認,1,,105/06/23,"-188,701,004","-36,010,185","-221,021,797","-221,021,797",0,0,0,0,0,0,新台幣                 10.0000元
1423 - 利華羊毛,董事會通過,1,105/03/23,105/06/23,"-188,701,004","-36,010,185","-221,021,797","-221,021,797",0,0,0,0,0,0,新台幣                 10.0000元
1432 - 大魯閣實業,股東會確認,1,,105/06/14,"-134,279,673","-120,212,200","-212,184,056","-212,184,056",0,0,0,0,0,0,新台幣                 10.0000元
1432 - 大魯閣實業,董事會通過,1,105/05/02,105/06/14,"-134,279,673","-120,212,200","-212,184,056","-212,184,056",0,0,0,0,0,0,新台幣                 10.0000元
1434 - 福懋興業,股東會確認,1,,105/06/24,"1,390,911,939","2,828,679,046","3,210,352,569","1,188,755,005",1.2,0,"2,021,597,564",0,0,0,新台幣                 10.0000元
1434 - 福懋興業,董事會通過,1,105/03/16,105/06/24,"1,390,911,939","2,828,679,046","3,210,352,569","1,188,755,005",1.2,0,"2,021,597,564",0,0,0,新台幣                 10.0000元
1435 - 中福國際,股東會確認,1,,105/06/23,"-294,553,000","-3,617,000","-298,170,000","-298,170,000",0,0,0,0,0,0,新台幣                 10.0000元
1435 - 中福國際,董事會通過,1,105/03/15,105/06/23,"-294,553,000","-3,617,000","-298,170,000","-298,170,000",0,0,0,0,0,0,新台幣                 10.0000元
1436 - 華友聯,股東會確認,1,,105/06/24,"817,321,297","-38,046,202","779,275,095","710,275,095",0,0,0,1,0,"6,900,000",新台幣                 10.0000元
1436 - 華友聯,董事會通過,1,105/03/24,105/06/24,"817,321,297","-38,046,202","779,275,095","710,275,095",0,0,0,1,0,"6,900,000",新台幣                 10.0000元
1437 - 勤益投控,股東會確認,1,,105/06/21,"-357,537,276","51,413,989","-311,487,075","-311,487,075",0,0,0,0,0,0,新台幣                 10.0000元
