公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1213 - 大飲,董事會通過,1,103/03/21,103/05/20,"47,005,047","16,434,526","63,424,573","63,424,573",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1215 - 卜蜂企業,股東會確認,1,,103/06/19,"337,711,587","453,081,156","610,440,577","308,805,687",0.8,0,"185,621,470",0.5,0,"11,601,342",0,"4,116,000",0,0,0,無,,新台幣                 10.0000元
1215 - 卜蜂企業,董事會通過,1,103/05/05,103/06/19,"337,711,587","453,081,156","610,440,577","308,805,687",0.8,0,"185,621,470",0.5,0,"11,601,342",0,"4,116,000",0,,,無,,新台幣                 10.0000元
1216 - 統一,股東會確認,1,,103/06/24,"3,618,666,776","12,764,240,930","12,031,047,295","1,207,179,022",1.5,0,"7,731,334,483",0.6,0,"309,253,379","228,478,232","1,068,486,193",0,0,0,無,,新台幣                 10.0000元
1216 - 統一,董事會通過,1,103/03/28,103/06/24,"3,618,666,776","12,764,240,930","12,031,047,295","1,207,179,022",1.5,0,"7,731,334,483",0.6,0,"309,253,379","228,478,232","1,068,486,193",0,,,無,,新台幣                 10.0000元
1217 - 愛之味,股東會確認,1,,103/06/26,0,"-134,670,207","-220,932,362","-220,932,362",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1217 - 愛之味,董事會通過,1,103/03/25,103/06/26,0,"-134,670,207","-220,932,362","-220,932,362",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1218 - 泰山企業,股東會確認,1,,103/06/19,"-122,252,478","-119,395,783","-277,791,486","-277,791,486",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
1218 - 泰山企業,董事會通過,1,103/03/26,103/06/19,"-122,252,478","-119,395,783","-277,791,486","-277,791,486",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1219 - 福壽實業,股東會確認,1,,103/06/26,"85,650,187","28,143,181","108,636,435","61,658,199",0.15,0,"46,978,236",0,0,0,"1,321,715","264,343",0,0,0,無,,新台幣                 10.0000元
1219 - 福壽實業,董事會通過,1,103/03/25,103/06/26,"85,650,187","28,143,181","108,636,435","61,658,199",0.15,0,"46,978,236",0,0,0,"1,321,715","264,343",0,,,無,,新台幣                 10.0000元
1220 - 台榮,股東會確認,1,,103/06/19,"59,964,795","57,270,611","111,508,345","49,531,065",0.35,0,"61,977,280",0,0,0,"2,577,177","2,577,178",0,0,0,無,,新台幣                 10.0000元
1220 - 台榮,董事會通過,1,103/03/24,103/06/19,"59,964,795","57,270,611","111,508,345","49,531,065",0.35,0,"61,977,280",0,0,0,"2,577,177","2,577,178",0,,,無,,新台幣                 10.0000元
1225 - 福懋油,股東會確認,1,,103/06/26,"11,271,627","62,239,621","65,817,954","15,458,851",0.25,0,"50,359,103",0,0,0,"2,797,728","2,797,728",0,0,0,無,,新台幣                 10.0000元
1225 - 福懋油,董事會通過,1,103/03/27,103/06/26,"11,271,627","62,239,621","65,817,954","15,458,851",0.25,0,"50,359,103",0,0,0,"2,797,728","2,797,728",0,,,無,,新台幣                 10.0000元
1227 - 佳格,股東會確認,1,,103/06/18,"490,562,106","1,859,582,354","2,326,178,657","487,390,667",1.6,0,"1,057,811,045",0.9,0,"59,501,871","16,736,241","23,430,738",0,0,0,無,,新台幣                 10.0000元
1227 - 佳格,董事會通過,1,103/05/05,103/06/18,"490,562,106","1,859,582,354","2,326,178,657","487,390,667",1.6,0,"1,057,811,045",0.9,0,"59,501,871","16,736,241","23,430,738",0,,,無,,新台幣                 10.0000元
1229 - 聯華實業,股東會確認,1,,103/06/26,"4,341,147,030","1,334,287,523","5,820,174,775","4,965,883,731",1,0,"854,291,044",0,0,0,"8,000,000","24,017,175",0,0,0,無,,新台幣                 10.0000元
1229 - 聯華實業,董事會通過,1,103/05/13,103/06/26,"4,341,147,030","1,334,287,523","5,820,174,775","4,965,883,731",1,0,"854,291,044",0,0,0,"8,000,000","24,017,175",0,,,無,,新台幣                 10.0000元
1231 - 聯華食品,股東會確認,1,,103/06/19,"514,261,350","342,638,575","724,926,102","433,989,612",1,0,"132,243,860",,,"15,869,263","6,167,493","6,167,496",0,0,0,無,,新台幣                 10.0000元
1231 - 聯華食品,董事會通過,1,103/03/26,103/06/19,"514,261,350","342,638,575","724,926,102","433,989,612",1,0,"132,243,860",1.2,0,"15,869,263","6,167,493","6,167,496",0,,,無,,新台幣                 10.0000元
1232 - 大統益,股東會確認,1,,103/06/11,"102,808,160","706,874,963","748,021,515","140,116,838",3.8,0,"607,904,677",0,0,0,"13,422,346","13,422,346",0,0,,無,,新台幣                 10.0000元
1232 - 大統益,董事會通過,1,103/03/18,103/06/11,"102,808,160","706,874,963","748,021,515","140,116,838",3.8,0,"607,904,677",0,0,0,"13,422,346","13,422,346",0,,,無,,新台幣                 10.0000元
1233 - 天仁,股東會確認,1,,103/06/11,"17,403,939","230,962,747","204,735,241","903,358",2.25,0.05,"208,361,480",0,0,0,"5,363,997","5,363,997",0,0,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1233 - 天仁,董事會通過,1,103/03/14,103/06/11,"17,403,939","230,962,747","204,735,241","903,358",2.25,0.05,"208,361,480",0,0,0,"5,363,997","5,363,997",0,,,無,,新台幣                 10.0000元
1234 - 黑松,股東會確認,1,,103/06/24,"6,694,880,668","312,119,617","7,064,968,885","6,261,226,697",2,0,"803,742,188",0,0,0,"25,116,943","8,372,315",0,0,,無,,新台幣                 10.0000元
1234 - 黑松,董事會通過,1,103/03/19,103/06/24,"6,694,880,668","312,119,617","7,064,968,885","6,462,162,244",1.5,0,"602,806,641",0,0,0,"18,837,707","6,279,236",0,,,無,,新台幣                 10.0000元
1235 - 興泰,股東會確認,1,,103/06/16,"36,365,542","-45,636,874","7,011,954","7,011,954",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1235 - 興泰,董事會通過,1,103/04/30,103/06/16,"36,365,542","-45,636,874","7,011,954","7,011,954",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1236 - 宏亞食品,股東會確認,1,,103/06/06,"75,312,129","136,167,629","223,096,838","82,251,575",1.3,0,"140,845,263",0,0,0,"2,996,708","5,993,415",0,0,0,無,,新台幣                 10.0000元
1236 - 宏亞食品,董事會通過,1,103/03/12,103/06/06,"75,312,129","136,167,629","223,096,838","82,251,575",1.3,0,"140,845,263",0,0,0,"2,996,708","5,993,415",0,,,無,,新台幣                 10.0000元
1256 - 鮮活果汁-KY,股東會確認,1,,103/06/06,"131,268,799","216,454,008","326,077,406","167,317,406",5,0,"88,200,000",4,0,"7,056,000","2,140,000",0,0,0,0,無,,新台幣                 10.0000元
1256 - 鮮活果汁-KY,董事會通過,1,103/03/14,103/06/06,"131,268,799","216,454,008","326,077,406","167,317,406",5,0,"88,200,000",4,0,"7,056,000","2,140,000",0,0,,,無,,新台幣                 10.0000元
1262 - 綠悅-KY,股東會確認,1,,103/06/25,0,"1,042,753,602","938,478,242","465,978,242",2.5,0,"337,500,000",1,0,"13,500,000",0,0,0,0,0,無,,新台幣                 10.0000元
1262 - 綠悅-KY,董事會通過,1,103/05/12,103/06/25,0,"1,042,753,602","938,478,242","465,978,242",2.5,0,"337,500,000",1,0,"13,500,000",0,0,0,,,無,,新台幣                 10.0000元
1301 - 台塑,股東會確認,1,,103/06/13,"27,678,428,752","20,715,840,532","40,909,600,918","28,814,693,434",1.9,0,"12,094,907,484",0,0,0,0,"30,000,216",0,0,0,無,,新台幣                 10.0000元
1301 - 台塑,董事會通過,1,103/03/24,103/06/13,"27,678,428,752","20,715,840,532","40,909,600,918","28,814,693,434",1.9,0,"12,094,907,484",0,0,0,0,"30,000,216",0,,,無,,新台幣                 10.0000元
1303 - 南亞塑膠,股東會確認,1,,103/06/19,"4,454,012,850","25,271,587,685","19,672,237,754","4,603,676,735",1.9,0,"15,068,561,019",0,0,0,0,"16,916,982",0,0,0,無,,新台幣                 10.0000元
1303 - 南亞塑膠,董事會通過,1,103/03/26,103/06/19,"4,454,012,850","25,271,587,685","19,672,237,754","4,603,676,735",1.9,0,"15,068,561,019",0,0,0,0,"16,916,982",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1304 - 台聚,股東會確認,1,,103/06/06,"2,001,729,287","817,163,820","2,714,073,170","2,028,511,751",0.6,0,"685,561,419",0,0,0,"5,000,000","740,000",0,0,0,無,,新台幣                 10.0000元
1304 - 台聚,董事會通過,1,103/03/14,103/06/06,"2,001,729,287","817,163,820","2,714,073,170","2,028,511,751",0.6,0,"685,561,419",0,0,0,"5,000,000","740,000",0,,,無,,新台幣                 10.0000元
1305 - 華夏,股東會確認,1,,103/06/12,"274,516,684","753,118,933","948,095,905","407,745,824",0.8,0,"360,233,391",0.4,0,"18,011,669",0,"6,778,070",0,0,,無,,新台幣                 10.0000元
1305 - 華夏,董事會通過,1,103/03/13,103/06/12,"274,516,684","753,118,933","948,095,905","407,745,824",0.8,0,"360,233,391",0.4,0,"18,011,669",0,"6,778,070",0,,,無,,新台幣                 10.0000元
1307 - 三芳化工,股東會確認,1,,103/06/25,"1,019,090,331","798,829,360","1,759,421,870","1,140,519,966",1.4,0,"509,683,914",0.3,0,"10,921,799","21,568,393","35,947,321",0,0,0,無,,新台幣                 10.0000元
1307 - 三芳化工,董事會通過,1,103/03/06,103/06/25,"1,019,090,331","798,829,360","1,759,421,870","1,140,519,966",1.4,0,"509,683,914",0.3,0,"10,921,799","21,568,393","35,947,321",0,,,無,,新台幣                 10.0000元
1308 - 亞聚,股東會確認,1,,103/06/06,"1,228,396,069","536,855,502","1,698,864,837","1,229,187,902",1,0,"469,676,935",0,0,0,0,"4,832,000",0,0,,無,,新台幣                 10.0000元
1308 - 亞聚,董事會通過,1,103/03/13,103/06/06,"1,228,396,069","536,855,502","1,698,864,837","1,229,187,902",1,0,"469,676,935",0,0,0,0,"4,832,000",0,,,無,,新台幣                 10.0000元
1309 - 台達化工,股東會確認,1,,103/06/12,"103,113,504","17,382,298","117,439,821","117,439,821",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1309 - 台達化工,董事會通過,1,103/03/13,103/06/12,"103,113,504","17,382,298","117,439,821","117,439,821",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1310 - 台苯,股東會確認,1,,103/06/18,"-567,091,359","1,085,976,498","725,676,794","222,943,685",0.5,0,"251,366,559",0.5,0,"25,136,655","13,024,174","5,209,670",0,0,,無,,新台幣                 10.0000元
1310 - 台苯,董事會通過,1,103/03/26,103/06/18,"-567,091,359","1,085,976,498","725,676,794","222,943,685",0.5,0,"251,366,559",0.5,0,"25,136,655","13,024,174","5,209,670",0,,,無,,新台幣                 10.0000元
1312 - 國喬石化,股東會確認,1,,103/06/25,"1,724,501,260","1,950,675,056","3,722,449,106","2,783,828,778",1,0,"906,620,328",0,0,0,"39,982,815","19,991,407",0,0,0,無,,新台幣                 10.0000元
1312 - 國喬石化,董事會通過,1,103/03/25,103/06/25,"1,724,501,260","1,950,675,056","3,722,449,106","2,783,828,778",1,0,"906,620,328",0,0,0,"39,982,815","19,991,407",0,,,無,,新台幣                 10.0000元
1312A - 國喬特,股東會確認,1,,103/06/25,"1,724,501,260","1,950,675,056","3,722,449,106","2,783,828,778",1.6,0,"32,000,000",0,0,0,"39,982,815","19,991,407",0,0,0,無,,
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1312A - 國喬特,董事會通過,1,103/03/25,103/06/25,"1,724,501,260","1,950,675,056","3,722,449,106","2,783,828,778",1.6,0,"32,000,000",0,0,0,"39,982,815","19,991,407",0,,,無,,
1313 - 聯成,股東會確認,1,,103/06/23,"2,157,523,180","597,975,243","2,785,794,325","2,324,384,495",0.4,0,"461,409,830",0,0,0,"5,000,000","10,000,000",0,0,,無,,新台幣                 10.0000元
1313 - 聯成,董事會通過,1,103/04/30,103/06/23,"2,157,523,180","597,975,243","2,785,794,325","2,324,384,495",0.4,0,"461,409,830",0,0,0,"5,000,000","10,000,000",0,,,無,,新台幣                 10.0000元
1314 - 中石化,股東會確認,1,,103/06/26,"551,861,489","-1,429,922,313",0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1314 - 中石化,董事會通過,1,103/04/23,103/06/26,"551,861,489","-1,429,922,313",0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1315 - 達新工業,股東會確認,1,,103/06/20,"236,858,415","173,786,416","394,289,074","174,289,074",1,0,"220,000,000",0,0,0,"1,111,111","1,111,111",0,0,0,無,,新台幣                 10.0000元
1315 - 達新工業,董事會通過,1,103/03/26,103/06/20,"236,858,415","173,786,416","394,289,074","174,289,074",1,0,"220,000,000",0,0,0,"1,111,111","1,111,111",0,,,無,,新台幣                 10.0000元
1316 - 上曜,股東會確認,1,,103/06/20,"-152,527,363","-223,834,567","-416,614,214","-416,614,214",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1316 - 上曜,董事會通過,1,103/03/24,103/06/20,"-152,527,363","-223,834,567","-416,614,214","-416,614,214",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1319 - 東陽,股東會確認,1,,103/06/17,"3,853,509,523","1,346,842,089","4,973,502,605","4,322,877,830",1.1,0,"650,624,775",0,0,0,"20,332,024","6,777,341",0,0,0,無,,新台幣                 10.0000元
1319 - 東陽,董事會通過,1,103/03/25,103/06/17,"3,853,509,523","1,346,842,089","4,973,502,605","4,322,877,830",1.1,0,"650,624,775",0,0,0,"20,332,024","6,777,341",0,,,無,,新台幣                 10.0000元
1321 - 大洋,股東會確認,1,,103/06/12,"2,838,320,637","13,209,416","-118,159,549","-118,159,549",0,0,0,0,0,0,0,0,0,"227,228,268",,無,,新台幣                 10.0000元
1321 - 大洋,董事會通過,1,103/03/21,103/06/12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1323 - 永裕,股東會確認,1,,103/06/17,"177,205,793","239,658,577","365,680,877","235,288,651",1,0,"86,928,146",0.5,0,"4,346,408","2,897,605","11,590,420",0,0,0,無,,新台幣                 10.0000元
1323 - 永裕,董事會通過,1,103/03/19,103/06/17,"177,205,793","239,658,577","365,680,877","235,288,651",1,0,"86,928,146",0.5,0,"4,346,408","2,897,605","11,590,420",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1324 - 地球工業,股東會確認,1,,103/06/17,"77,686,967","43,504,083","102,778,044","5,119,597",1.3,0,"97,658,447",0,0,0,"1,186,892","1,186,892",0,0,0,無,,新台幣                 10.0000元
1324 - 地球工業,董事會通過,1,103/03/17,103/06/17,"77,686,967","43,504,083","102,778,044","5,119,597",1.3,0,"97,658,447",0,0,0,"1,186,892","1,186,892",0,,,無,,新台幣                 10.0000元
1325 - 恒大,股東會確認,1,,103/06/20,"407,920,264","72,440,698","472,906,996","407,463,162",0.65,0,"65,443,834",0,0,0,"2,072,882","4,145,763",0,0,0,無,,新台幣                 10.0000元
1325 - 恒大,董事會通過,1,103/05/09,103/06/20,"407,920,264","72,440,698","472,906,996","407,463,162",0.65,0,"65,443,834",0,0,0,"2,072,882","4,145,763",0,,,無,,新台幣                 10.0000元
1326 - 台化,股東會確認,1,,103/06/16,"18,806,297,065","24,863,644,904","38,463,294,513","23,810,328,785",2.5,0,"14,652,965,728",0,0,0,0,"51,345,046",0,0,,無,,新台幣                 10.0000元
1326 - 台化,董事會通過,1,103/03/21,103/06/16,"18,806,297,065","24,863,644,904","38,463,294,513","23,810,328,785",2.5,0,"14,652,965,728",0,0,0,0,"51,345,046",0,,,無,,新台幣                 10.0000元
1337 - 再生-KY,股東會確認,1,,103/06/06,"1,751,036,978","1,287,222,092","2,909,536,861","2,210,121,781",1,0,"199,832,880",2.5,0,"49,958,220","7,273,454",0,"20,657,296","383,964",0.76271,無,,新台幣                 10.0000元
1337 - 再生-KY,董事會通過,1,103/03/17,103/06/06,"1,751,036,978","1,287,222,092","2,909,536,861","1,910,372,461",2.5,0,"499,582,200",2.5,0,"49,958,220","10,282,416","20,619,577",0,,,無,,新台幣                 10.0000元
1338 - 廣華-KY,股東會確認,1,,103/05/26,"993,465,876","458,390,845","1,449,563,645","1,254,313,645",2.5,0,"195,250,000",0,0,0,"2,415,050","9,293,112",0,0,0,無,,新台幣                 10.0000元
1338 - 廣華-KY,董事會通過,1,103/03/24,103/05/26,"993,465,876","458,390,845","1,449,563,645","1,254,313,645",2.5,0,"195,250,000",0,0,0,"2,415,050","9,293,112",0,,,無,,新台幣                 10.0000元
1339 - 昭輝,股東會確認,1,,103/06/23,"335,120,898","219,487,286","527,045,078","428,156,265",1.5,0,"98,888,813",0,0,0,"2,963,079","3,950,771",0,0,,無,,新台幣                 10.0000元
